period,respondent,respondent-name,fueltype,type-name,value,value-units
2022-10-16T00,AVA,Avista Corporation,SUN,Solar,8,megawatthours
2022-10-16T01,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T15,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-16T16,AVA,Avista Corporation,SUN,Solar,3,megawatthours
2022-10-16T17,AVA,Avista Corporation,SUN,Solar,4,megawatthours
2022-10-16T18,AVA,Avista Corporation,SUN,Solar,4,megawatthours
2022-10-16T19,AVA,Avista Corporation,SUN,Solar,5,megawatthours
2022-10-16T20,AVA,Avista Corporation,SUN,Solar,7,megawatthours
2022-10-16T21,AVA,Avista Corporation,SUN,Solar,8,megawatthours
2022-10-16T22,AVA,Avista Corporation,SUN,Solar,10,megawatthours
2022-10-16T23,AVA,Avista Corporation,SUN,Solar,11,megawatthours
2022-10-17T00,AVA,Avista Corporation,SUN,Solar,7,megawatthours
2022-10-17T01,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-17T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-17T16,AVA,Avista Corporation,SUN,Solar,3,megawatthours
2022-10-17T17,AVA,Avista Corporation,SUN,Solar,4,megawatthours
2022-10-17T18,AVA,Avista Corporation,SUN,Solar,5,megawatthours
2022-10-17T19,AVA,Avista Corporation,SUN,Solar,4,megawatthours
2022-10-17T20,AVA,Avista Corporation,SUN,Solar,7,megawatthours
2022-10-17T21,AVA,Avista Corporation,SUN,Solar,9,megawatthours
2022-10-17T22,AVA,Avista Corporation,SUN,Solar,11,megawatthours
2022-10-17T23,AVA,Avista Corporation,SUN,Solar,13,megawatthours
2022-10-18T00,AVA,Avista Corporation,SUN,Solar,10,megawatthours
2022-10-18T01,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-18T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-18T16,AVA,Avista Corporation,SUN,Solar,3,megawatthours
2022-10-18T17,AVA,Avista Corporation,SUN,Solar,4,megawatthours
2022-10-18T18,AVA,Avista Corporation,SUN,Solar,11,megawatthours
2022-10-18T19,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-18T20,AVA,Avista Corporation,SUN,Solar,11,megawatthours
2022-10-18T21,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-18T22,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-18T23,AVA,Avista Corporation,SUN,Solar,13,megawatthours
2022-10-19T00,AVA,Avista Corporation,SUN,Solar,10,megawatthours
2022-10-19T01,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-19T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-19T16,AVA,Avista Corporation,SUN,Solar,6,megawatthours
2022-10-19T17,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-19T18,AVA,Avista Corporation,SUN,Solar,13,megawatthours
2022-10-19T19,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-19T20,AVA,Avista Corporation,SUN,Solar,11,megawatthours
2022-10-19T21,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-19T22,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-19T23,AVA,Avista Corporation,SUN,Solar,13,megawatthours
2022-10-20T00,AVA,Avista Corporation,SUN,Solar,9,megawatthours
2022-10-20T01,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-20T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-20T16,AVA,Avista Corporation,SUN,Solar,4,megawatthours
2022-10-20T17,AVA,Avista Corporation,SUN,Solar,4,megawatthours
2022-10-20T18,AVA,Avista Corporation,SUN,Solar,9,megawatthours
2022-10-20T19,AVA,Avista Corporation,SUN,Solar,10,megawatthours
2022-10-20T20,AVA,Avista Corporation,SUN,Solar,6,megawatthours
2022-10-20T21,AVA,Avista Corporation,SUN,Solar,3,megawatthours
2022-10-20T22,AVA,Avista Corporation,SUN,Solar,3,megawatthours
2022-10-20T23,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-21T00,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-21T01,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-21T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T16,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T17,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-21T18,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-21T19,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-21T20,AVA,Avista Corporation,SUN,Solar,2,megawatthours
2022-10-21T21,AVA,Avista Corporation,SUN,Solar,2,megawatthours
2022-10-21T22,AVA,Avista Corporation,SUN,Solar,3,megawatthours
2022-10-21T23,AVA,Avista Corporation,SUN,Solar,2,megawatthours
2022-10-22T00,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-22T01,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-22T16,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-22T17,AVA,Avista Corporation,SUN,Solar,10,megawatthours
2022-10-22T18,AVA,Avista Corporation,SUN,Solar,15,megawatthours
2022-10-22T19,AVA,Avista Corporation,SUN,Solar,14,megawatthours
2022-10-22T20,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-22T21,AVA,Avista Corporation,SUN,Solar,13,megawatthours
2022-10-22T22,AVA,Avista Corporation,SUN,Solar,11,megawatthours
2022-10-22T23,AVA,Avista Corporation,SUN,Solar,13,megawatthours
2022-10-23T00,AVA,Avista Corporation,SUN,Solar,5,megawatthours
2022-10-23T01,AVA,Avista Corporation,SUN,Solar,2,megawatthours
2022-10-23T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-23T16,AVA,Avista Corporation,SUN,Solar,4,megawatthours
2022-10-23T17,AVA,Avista Corporation,SUN,Solar,8,megawatthours
2022-10-23T18,AVA,Avista Corporation,SUN,Solar,9,megawatthours
2022-10-23T19,AVA,Avista Corporation,SUN,Solar,13,megawatthours
2022-10-23T20,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-23T21,AVA,Avista Corporation,SUN,Solar,11,megawatthours
2022-10-23T22,AVA,Avista Corporation,SUN,Solar,14,megawatthours
2022-10-23T23,AVA,Avista Corporation,SUN,Solar,13,megawatthours
2022-10-24T00,AVA,Avista Corporation,SUN,Solar,4,megawatthours
2022-10-24T01,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T16,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T17,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-24T18,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-24T19,AVA,Avista Corporation,SUN,Solar,2,megawatthours
2022-10-24T20,AVA,Avista Corporation,SUN,Solar,5,megawatthours
2022-10-24T21,AVA,Avista Corporation,SUN,Solar,6,megawatthours
2022-10-24T22,AVA,Avista Corporation,SUN,Solar,8,megawatthours
2022-10-24T23,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-25T00,AVA,Avista Corporation,SUN,Solar,6,megawatthours
2022-10-25T01,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-25T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-25T16,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-25T17,AVA,Avista Corporation,SUN,Solar,2,megawatthours
2022-10-25T18,AVA,Avista Corporation,SUN,Solar,3,megawatthours
2022-10-25T19,AVA,Avista Corporation,SUN,Solar,3,megawatthours
2022-10-25T20,AVA,Avista Corporation,SUN,Solar,10,megawatthours
2022-10-25T21,AVA,Avista Corporation,SUN,Solar,10,megawatthours
2022-10-25T22,AVA,Avista Corporation,SUN,Solar,3,megawatthours
2022-10-25T23,AVA,Avista Corporation,SUN,Solar,2,megawatthours
2022-10-26T00,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T01,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-26T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-26T16,AVA,Avista Corporation,SUN,Solar,4,megawatthours
2022-10-26T17,AVA,Avista Corporation,SUN,Solar,14,megawatthours
2022-10-26T18,AVA,Avista Corporation,SUN,Solar,14,megawatthours
2022-10-26T19,AVA,Avista Corporation,SUN,Solar,13,megawatthours
2022-10-26T20,AVA,Avista Corporation,SUN,Solar,10,megawatthours
2022-10-26T21,AVA,Avista Corporation,SUN,Solar,11,megawatthours
2022-10-26T22,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-26T23,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-27T00,AVA,Avista Corporation,SUN,Solar,6,megawatthours
2022-10-27T01,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-27T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-27T16,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-27T17,AVA,Avista Corporation,SUN,Solar,8,megawatthours
2022-10-27T18,AVA,Avista Corporation,SUN,Solar,13,megawatthours
2022-10-27T19,AVA,Avista Corporation,SUN,Solar,13,megawatthours
2022-10-27T20,AVA,Avista Corporation,SUN,Solar,11,megawatthours
2022-10-27T21,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-27T22,AVA,Avista Corporation,SUN,Solar,9,megawatthours
2022-10-27T23,AVA,Avista Corporation,SUN,Solar,8,megawatthours
2022-10-28T00,AVA,Avista Corporation,SUN,Solar,7,megawatthours
2022-10-28T01,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-28T16,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2022-10-28T17,AVA,Avista Corporation,SUN,Solar,2,megawatthours
2022-10-28T18,AVA,Avista Corporation,SUN,Solar,3,megawatthours
2022-10-28T19,AVA,Avista Corporation,SUN,Solar,5,megawatthours
2022-10-28T20,AVA,Avista Corporation,SUN,Solar,3,megawatthours
2022-10-28T21,AVA,Avista Corporation,SUN,Solar,4,megawatthours
2022-10-28T22,AVA,Avista Corporation,SUN,Solar,4,megawatthours
2022-10-28T23,AVA,Avista Corporation,SUN,Solar,3,megawatthours
2022-10-29T00,AVA,Avista Corporation,SUN,Solar,3,megawatthours
2022-10-29T01,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T08,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T09,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T10,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T11,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T12,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T13,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-29T16,AVA,Avista Corporation,SUN,Solar,2,megawatthours
2022-10-29T17,AVA,Avista Corporation,SUN,Solar,10,megawatthours
2022-10-29T18,AVA,Avista Corporation,SUN,Solar,11,megawatthours
2022-10-29T19,AVA,Avista Corporation,SUN,Solar,11,megawatthours
2022-10-29T20,AVA,Avista Corporation,SUN,Solar,11,megawatthours
2022-10-29T21,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-29T22,AVA,Avista Corporation,SUN,Solar,12,megawatthours
2022-10-29T23,AVA,Avista Corporation,SUN,Solar,13,megawatthours
2022-10-30T00,AVA,Avista Corporation,SUN,Solar,7,megawatthours
2022-10-30T01,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-30T02,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-30T03,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-30T04,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-30T05,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-30T06,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-30T07,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2022-10-16T00,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T01,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T02,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T03,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T04,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T05,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T06,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T07,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T08,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T09,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T10,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T11,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T12,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T13,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T14,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T15,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T16,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T17,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T18,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T19,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T20,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T21,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T22,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-16T23,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-17T00,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-17T01,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2022-10-17T02,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
