period,respondent,respondent-name,fueltype,type-name,value,value-units
2022-10-16T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-16T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-16T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-16T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-16T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-16T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-16T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-16T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-16T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-16T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-16T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-16T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-16T15,BANC,Balancing Authority of Northern California,SUN,Solar,2,megawatthours
2022-10-16T16,BANC,Balancing Authority of Northern California,SUN,Solar,38,megawatthours
2022-10-16T17,BANC,Balancing Authority of Northern California,SUN,Solar,100,megawatthours
2022-10-16T18,BANC,Balancing Authority of Northern California,SUN,Solar,115,megawatthours
2022-10-16T19,BANC,Balancing Authority of Northern California,SUN,Solar,133,megawatthours
2022-10-16T20,BANC,Balancing Authority of Northern California,SUN,Solar,196,megawatthours
2022-10-16T21,BANC,Balancing Authority of Northern California,SUN,Solar,222,megawatthours
2022-10-16T22,BANC,Balancing Authority of Northern California,SUN,Solar,202,megawatthours
2022-10-16T23,BANC,Balancing Authority of Northern California,SUN,Solar,201,megawatthours
2022-10-17T00,BANC,Balancing Authority of Northern California,SUN,Solar,136,megawatthours
2022-10-17T01,BANC,Balancing Authority of Northern California,SUN,Solar,38,megawatthours
2022-10-17T02,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-17T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-17T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-17T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-17T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-17T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-17T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-17T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-17T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-17T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-17T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-17T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-17T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-17T15,BANC,Balancing Authority of Northern California,SUN,Solar,7,megawatthours
2022-10-17T16,BANC,Balancing Authority of Northern California,SUN,Solar,71,megawatthours
2022-10-17T17,BANC,Balancing Authority of Northern California,SUN,Solar,146,megawatthours
2022-10-17T18,BANC,Balancing Authority of Northern California,SUN,Solar,189,megawatthours
2022-10-17T19,BANC,Balancing Authority of Northern California,SUN,Solar,213,megawatthours
2022-10-17T20,BANC,Balancing Authority of Northern California,SUN,Solar,215,megawatthours
2022-10-17T21,BANC,Balancing Authority of Northern California,SUN,Solar,206,megawatthours
2022-10-17T22,BANC,Balancing Authority of Northern California,SUN,Solar,203,megawatthours
2022-10-17T23,BANC,Balancing Authority of Northern California,SUN,Solar,172,megawatthours
2022-10-18T00,BANC,Balancing Authority of Northern California,SUN,Solar,132,megawatthours
2022-10-18T01,BANC,Balancing Authority of Northern California,SUN,Solar,32,megawatthours
2022-10-18T02,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-18T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-18T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-18T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-18T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-18T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-18T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-18T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-18T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-18T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-18T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-18T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-18T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-18T15,BANC,Balancing Authority of Northern California,SUN,Solar,2,megawatthours
2022-10-18T16,BANC,Balancing Authority of Northern California,SUN,Solar,22,megawatthours
2022-10-18T17,BANC,Balancing Authority of Northern California,SUN,Solar,100,megawatthours
2022-10-18T18,BANC,Balancing Authority of Northern California,SUN,Solar,164,megawatthours
2022-10-18T19,BANC,Balancing Authority of Northern California,SUN,Solar,171,megawatthours
2022-10-18T20,BANC,Balancing Authority of Northern California,SUN,Solar,171,megawatthours
2022-10-18T21,BANC,Balancing Authority of Northern California,SUN,Solar,176,megawatthours
2022-10-18T22,BANC,Balancing Authority of Northern California,SUN,Solar,174,megawatthours
2022-10-18T23,BANC,Balancing Authority of Northern California,SUN,Solar,166,megawatthours
2022-10-19T00,BANC,Balancing Authority of Northern California,SUN,Solar,131,megawatthours
2022-10-19T01,BANC,Balancing Authority of Northern California,SUN,Solar,32,megawatthours
2022-10-19T02,BANC,Balancing Authority of Northern California,SUN,Solar,1,megawatthours
2022-10-19T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-19T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-19T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-19T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-19T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-19T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-19T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-19T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-19T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-19T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-19T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-19T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-19T15,BANC,Balancing Authority of Northern California,SUN,Solar,5,megawatthours
2022-10-19T16,BANC,Balancing Authority of Northern California,SUN,Solar,67,megawatthours
2022-10-19T17,BANC,Balancing Authority of Northern California,SUN,Solar,139,megawatthours
2022-10-19T18,BANC,Balancing Authority of Northern California,SUN,Solar,179,megawatthours
2022-10-19T19,BANC,Balancing Authority of Northern California,SUN,Solar,197,megawatthours
2022-10-19T20,BANC,Balancing Authority of Northern California,SUN,Solar,210,megawatthours
2022-10-19T21,BANC,Balancing Authority of Northern California,SUN,Solar,203,megawatthours
2022-10-19T22,BANC,Balancing Authority of Northern California,SUN,Solar,199,megawatthours
2022-10-19T23,BANC,Balancing Authority of Northern California,SUN,Solar,173,megawatthours
2022-10-20T00,BANC,Balancing Authority of Northern California,SUN,Solar,117,megawatthours
2022-10-20T01,BANC,Balancing Authority of Northern California,SUN,Solar,38,megawatthours
2022-10-20T02,BANC,Balancing Authority of Northern California,SUN,Solar,1,megawatthours
2022-10-20T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-20T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-20T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-20T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-20T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-20T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-20T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-20T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-20T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-20T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-20T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-20T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-20T15,BANC,Balancing Authority of Northern California,SUN,Solar,5,megawatthours
2022-10-20T16,BANC,Balancing Authority of Northern California,SUN,Solar,57,megawatthours
2022-10-20T17,BANC,Balancing Authority of Northern California,SUN,Solar,139,megawatthours
2022-10-20T18,BANC,Balancing Authority of Northern California,SUN,Solar,176,megawatthours
2022-10-20T19,BANC,Balancing Authority of Northern California,SUN,Solar,199,megawatthours
2022-10-20T20,BANC,Balancing Authority of Northern California,SUN,Solar,202,megawatthours
2022-10-20T21,BANC,Balancing Authority of Northern California,SUN,Solar,201,megawatthours
2022-10-20T22,BANC,Balancing Authority of Northern California,SUN,Solar,187,megawatthours
2022-10-20T23,BANC,Balancing Authority of Northern California,SUN,Solar,169,megawatthours
2022-10-21T00,BANC,Balancing Authority of Northern California,SUN,Solar,122,megawatthours
2022-10-21T01,BANC,Balancing Authority of Northern California,SUN,Solar,34,megawatthours
2022-10-21T02,BANC,Balancing Authority of Northern California,SUN,Solar,2,megawatthours
2022-10-21T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-21T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-21T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-21T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-21T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-21T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-21T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-21T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-21T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-21T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-21T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-21T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-21T15,BANC,Balancing Authority of Northern California,SUN,Solar,5,megawatthours
2022-10-21T16,BANC,Balancing Authority of Northern California,SUN,Solar,50,megawatthours
2022-10-21T17,BANC,Balancing Authority of Northern California,SUN,Solar,132,megawatthours
2022-10-21T18,BANC,Balancing Authority of Northern California,SUN,Solar,186,megawatthours
2022-10-21T19,BANC,Balancing Authority of Northern California,SUN,Solar,193,megawatthours
2022-10-21T20,BANC,Balancing Authority of Northern California,SUN,Solar,207,megawatthours
2022-10-21T21,BANC,Balancing Authority of Northern California,SUN,Solar,200,megawatthours
2022-10-21T22,BANC,Balancing Authority of Northern California,SUN,Solar,197,megawatthours
2022-10-21T23,BANC,Balancing Authority of Northern California,SUN,Solar,172,megawatthours
2022-10-22T00,BANC,Balancing Authority of Northern California,SUN,Solar,111,megawatthours
2022-10-22T01,BANC,Balancing Authority of Northern California,SUN,Solar,29,megawatthours
2022-10-22T02,BANC,Balancing Authority of Northern California,SUN,Solar,2,megawatthours
2022-10-22T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-22T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-22T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-22T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-22T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-22T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-22T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-22T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-22T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-22T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-22T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-22T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-22T15,BANC,Balancing Authority of Northern California,SUN,Solar,2,megawatthours
2022-10-22T16,BANC,Balancing Authority of Northern California,SUN,Solar,23,megawatthours
2022-10-22T17,BANC,Balancing Authority of Northern California,SUN,Solar,54,megawatthours
2022-10-22T18,BANC,Balancing Authority of Northern California,SUN,Solar,114,megawatthours
2022-10-22T19,BANC,Balancing Authority of Northern California,SUN,Solar,166,megawatthours
2022-10-22T20,BANC,Balancing Authority of Northern California,SUN,Solar,198,megawatthours
2022-10-22T21,BANC,Balancing Authority of Northern California,SUN,Solar,199,megawatthours
2022-10-22T22,BANC,Balancing Authority of Northern California,SUN,Solar,198,megawatthours
2022-10-22T23,BANC,Balancing Authority of Northern California,SUN,Solar,171,megawatthours
2022-10-23T00,BANC,Balancing Authority of Northern California,SUN,Solar,128,megawatthours
2022-10-23T01,BANC,Balancing Authority of Northern California,SUN,Solar,34,megawatthours
2022-10-23T02,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-23T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-23T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-23T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-23T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-23T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-23T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-23T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-23T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-23T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-23T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-23T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-23T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-23T15,BANC,Balancing Authority of Northern California,SUN,Solar,4,megawatthours
2022-10-23T16,BANC,Balancing Authority of Northern California,SUN,Solar,50,megawatthours
2022-10-23T17,BANC,Balancing Authority of Northern California,SUN,Solar,116,megawatthours
2022-10-23T18,BANC,Balancing Authority of Northern California,SUN,Solar,128,megawatthours
2022-10-23T19,BANC,Balancing Authority of Northern California,SUN,Solar,134,megawatthours
2022-10-23T20,BANC,Balancing Authority of Northern California,SUN,Solar,135,megawatthours
2022-10-23T21,BANC,Balancing Authority of Northern California,SUN,Solar,126,megawatthours
2022-10-23T22,BANC,Balancing Authority of Northern California,SUN,Solar,203,megawatthours
2022-10-23T23,BANC,Balancing Authority of Northern California,SUN,Solar,128,megawatthours
2022-10-24T00,BANC,Balancing Authority of Northern California,SUN,Solar,95,megawatthours
2022-10-24T01,BANC,Balancing Authority of Northern California,SUN,Solar,26,megawatthours
2022-10-24T02,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-24T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-24T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-24T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-24T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-24T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-24T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-24T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-24T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-24T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-24T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-24T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-24T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-24T15,BANC,Balancing Authority of Northern California,SUN,Solar,3,megawatthours
2022-10-24T16,BANC,Balancing Authority of Northern California,SUN,Solar,45,megawatthours
2022-10-24T17,BANC,Balancing Authority of Northern California,SUN,Solar,174,megawatthours
2022-10-24T18,BANC,Balancing Authority of Northern California,SUN,Solar,154,megawatthours
2022-10-24T19,BANC,Balancing Authority of Northern California,SUN,Solar,162,megawatthours
2022-10-24T20,BANC,Balancing Authority of Northern California,SUN,Solar,169,megawatthours
2022-10-24T21,BANC,Balancing Authority of Northern California,SUN,Solar,159,megawatthours
2022-10-24T22,BANC,Balancing Authority of Northern California,SUN,Solar,161,megawatthours
2022-10-24T23,BANC,Balancing Authority of Northern California,SUN,Solar,211,megawatthours
2022-10-25T00,BANC,Balancing Authority of Northern California,SUN,Solar,109,megawatthours
2022-10-25T01,BANC,Balancing Authority of Northern California,SUN,Solar,33,megawatthours
2022-10-25T02,BANC,Balancing Authority of Northern California,SUN,Solar,1,megawatthours
2022-10-25T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-25T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-25T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-25T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-25T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-25T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-25T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-25T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-25T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-25T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-25T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-25T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-25T15,BANC,Balancing Authority of Northern California,SUN,Solar,2,megawatthours
2022-10-25T16,BANC,Balancing Authority of Northern California,SUN,Solar,113,megawatthours
2022-10-25T17,BANC,Balancing Authority of Northern California,SUN,Solar,114,megawatthours
2022-10-25T18,BANC,Balancing Authority of Northern California,SUN,Solar,146,megawatthours
2022-10-25T19,BANC,Balancing Authority of Northern California,SUN,Solar,157,megawatthours
2022-10-25T20,BANC,Balancing Authority of Northern California,SUN,Solar,159,megawatthours
2022-10-25T21,BANC,Balancing Authority of Northern California,SUN,Solar,153,megawatthours
2022-10-25T22,BANC,Balancing Authority of Northern California,SUN,Solar,152,megawatthours
2022-10-25T23,BANC,Balancing Authority of Northern California,SUN,Solar,131,megawatthours
2022-10-26T00,BANC,Balancing Authority of Northern California,SUN,Solar,77,megawatthours
2022-10-26T01,BANC,Balancing Authority of Northern California,SUN,Solar,28,megawatthours
2022-10-26T02,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-26T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-26T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-26T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-26T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-26T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-26T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-26T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-26T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-26T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-26T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-26T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-26T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-26T15,BANC,Balancing Authority of Northern California,SUN,Solar,1,megawatthours
2022-10-26T16,BANC,Balancing Authority of Northern California,SUN,Solar,44,megawatthours
2022-10-26T17,BANC,Balancing Authority of Northern California,SUN,Solar,108,megawatthours
2022-10-26T18,BANC,Balancing Authority of Northern California,SUN,Solar,216,megawatthours
2022-10-26T19,BANC,Balancing Authority of Northern California,SUN,Solar,160,megawatthours
2022-10-26T20,BANC,Balancing Authority of Northern California,SUN,Solar,162,megawatthours
2022-10-26T21,BANC,Balancing Authority of Northern California,SUN,Solar,162,megawatthours
2022-10-26T22,BANC,Balancing Authority of Northern California,SUN,Solar,167,megawatthours
2022-10-26T23,BANC,Balancing Authority of Northern California,SUN,Solar,142,megawatthours
2022-10-27T00,BANC,Balancing Authority of Northern California,SUN,Solar,108,megawatthours
2022-10-27T01,BANC,Balancing Authority of Northern California,SUN,Solar,20,megawatthours
2022-10-27T02,BANC,Balancing Authority of Northern California,SUN,Solar,1,megawatthours
2022-10-27T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-27T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-27T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-27T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-27T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-27T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-27T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-27T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-27T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-27T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-27T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-27T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-27T15,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-27T16,BANC,Balancing Authority of Northern California,SUN,Solar,49,megawatthours
2022-10-27T17,BANC,Balancing Authority of Northern California,SUN,Solar,126,megawatthours
2022-10-27T18,BANC,Balancing Authority of Northern California,SUN,Solar,145,megawatthours
2022-10-27T19,BANC,Balancing Authority of Northern California,SUN,Solar,165,megawatthours
2022-10-27T20,BANC,Balancing Authority of Northern California,SUN,Solar,173,megawatthours
2022-10-27T21,BANC,Balancing Authority of Northern California,SUN,Solar,174,megawatthours
2022-10-27T22,BANC,Balancing Authority of Northern California,SUN,Solar,166,megawatthours
2022-10-27T23,BANC,Balancing Authority of Northern California,SUN,Solar,153,megawatthours
2022-10-28T00,BANC,Balancing Authority of Northern California,SUN,Solar,97,megawatthours
2022-10-28T01,BANC,Balancing Authority of Northern California,SUN,Solar,30,megawatthours
2022-10-28T02,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-28T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-28T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-28T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-28T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-28T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-28T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-28T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-28T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-28T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-28T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-28T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-28T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-28T15,BANC,Balancing Authority of Northern California,SUN,Solar,1,megawatthours
2022-10-28T16,BANC,Balancing Authority of Northern California,SUN,Solar,46,megawatthours
2022-10-28T17,BANC,Balancing Authority of Northern California,SUN,Solar,114,megawatthours
2022-10-28T18,BANC,Balancing Authority of Northern California,SUN,Solar,152,megawatthours
2022-10-28T19,BANC,Balancing Authority of Northern California,SUN,Solar,150,megawatthours
2022-10-28T20,BANC,Balancing Authority of Northern California,SUN,Solar,153,megawatthours
2022-10-28T21,BANC,Balancing Authority of Northern California,SUN,Solar,105,megawatthours
2022-10-28T22,BANC,Balancing Authority of Northern California,SUN,Solar,85,megawatthours
2022-10-28T23,BANC,Balancing Authority of Northern California,SUN,Solar,82,megawatthours
2022-10-29T00,BANC,Balancing Authority of Northern California,SUN,Solar,64,megawatthours
2022-10-29T01,BANC,Balancing Authority of Northern California,SUN,Solar,20,megawatthours
2022-10-29T02,BANC,Balancing Authority of Northern California,SUN,Solar,1,megawatthours
2022-10-29T03,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-29T04,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-29T05,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-29T06,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-29T07,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-29T08,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-29T09,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-29T10,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-29T11,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-29T12,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-29T13,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-29T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2022-10-29T15,BANC,Balancing Authority of Northern California,SUN,Solar,3,megawatthours
2022-10-29T16,BANC,Balancing Authority of Northern California,SUN,Solar,38,megawatthours
2022-10-29T17,BANC,Balancing Authority of Northern California,SUN,Solar,119,megawatthours
2022-10-29T18,BANC,Balancing Authority of Northern California,SUN,Solar,145,megawatthours
2022-10-29T19,BANC,Balancing Authority of Northern California,SUN,Solar,157,megawatthours
2022-10-29T20,BANC,Balancing Authority of Northern California,SUN,Solar,171,megawatthours
2022-10-29T21,BANC,Balancing Authority of Northern California,SUN,Solar,167,megawatthours
2022-10-29T22,BANC,Balancing Authority of Northern California,SUN,Solar,150,megawatthours
