period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,generation,gross-generation,generation-units,gross-generation-units
2017-12-01,59689,Gulf Coast Solar Center I,SUN,Solar,FL,Florida,PV,3478.0,3478.0,megawatthours,megawatthours
2017-12-01,59690,Gulf Coast Solar Center II,SUN,Solar,FL,Florida,ALL,4714.0,4714.0,megawatthours,megawatthours
2017-12-01,59690,Gulf Coast Solar Center II,SUN,Solar,FL,Florida,PV,4714.0,4714.0,megawatthours,megawatthours
2017-12-01,59691,Gulf Coast Solar Center III,SUN,Solar,FL,Florida,ALL,5752.0,5752.0,megawatthours,megawatthours
2017-12-01,59691,Gulf Coast Solar Center III,SUN,Solar,FL,Florida,PV,5752.0,5752.0,megawatthours,megawatthours
2017-12-01,59692,NBC Field's Point Wind Farm,WND,Wind,RI,Rhode Island,ALL,487.0,487.0,megawatthours,megawatthours
2017-12-01,59692,NBC Field's Point Wind Farm,WND,Wind,RI,Rhode Island,WT,487.0,487.0,megawatthours,megawatthours
2017-12-01,59694,"Aspen Solar, LLC",SUN,Solar,NC,North Carolina,ALL,545.24,547.46,megawatthours,megawatthours
2017-12-01,59694,"Aspen Solar, LLC",SUN,Solar,NC,North Carolina,PV,545.24,547.46,megawatthours,megawatthours
2017-12-01,59905,Merck,SUN,Solar,VA,Virginia,ALL,358.2,361.82,megawatthours,megawatthours
2017-12-01,59905,Merck,SUN,Solar,VA,Virginia,PV,358.2,361.82,megawatthours,megawatthours
2017-12-01,59908,Mount Olive Solar,SUN,Solar,NC,North Carolina,ALL,224.54,227.37,megawatthours,megawatthours
2017-12-01,59908,Mount Olive Solar,SUN,Solar,NC,North Carolina,PV,224.54,227.37,megawatthours,megawatthours
2017-12-01,59911,Philip Morris,SUN,Solar,VA,Virginia,ALL,187.0,188.89,megawatthours,megawatthours
2017-12-01,59911,Philip Morris,SUN,Solar,VA,Virginia,PV,187.0,188.89,megawatthours,megawatthours
2017-12-01,59912,Freemont Solar Center LLC,SUN,Solar,NC,North Carolina,ALL,527.64,529.75,megawatthours,megawatthours
2017-12-01,59912,Freemont Solar Center LLC,SUN,Solar,NC,North Carolina,PV,527.64,529.75,megawatthours,megawatthours
2017-12-01,59914,Crestwood Solar Center LLC,SUN,Solar,NC,North Carolina,ALL,519.92,522.03,megawatthours,megawatthours
2017-12-01,59914,Crestwood Solar Center LLC,SUN,Solar,NC,North Carolina,PV,519.92,522.03,megawatthours,megawatthours
2017-12-01,59915,Oro Loma,SUN,Solar,CA,California,ALL,2788.76,2788.76,megawatthours,megawatthours
2017-12-01,59915,Oro Loma,SUN,Solar,CA,California,PV,2788.76,2788.76,megawatthours,megawatthours
2017-12-01,59916,SunE- E Philadelphia Ontario,SUN,Solar,CA,California,ALL,101.92,101.92,megawatthours,megawatthours
2017-12-01,59916,SunE- E Philadelphia Ontario,SUN,Solar,CA,California,PV,101.92,101.92,megawatthours,megawatthours
2017-12-01,59917,Pollocksville Solar,SUN,Solar,NC,North Carolina,ALL,553.51,554.62,megawatthours,megawatthours
2017-12-01,59917,Pollocksville Solar,SUN,Solar,NC,North Carolina,PV,553.51,554.62,megawatthours,megawatthours
2017-12-01,59919,Nellis Solar PV II,SUN,Solar,NV,Nevada,ALL,2025.0,2025.0,megawatthours,megawatthours
2017-12-01,59919,Nellis Solar PV II,SUN,Solar,NV,Nevada,PV,2025.0,2025.0,megawatthours,megawatthours
2017-12-01,59921,Lillington Solar,SUN,Solar,NC,North Carolina,ALL,379.17,382.22,megawatthours,megawatthours
2017-12-01,59921,Lillington Solar,SUN,Solar,NC,North Carolina,PV,379.17,382.22,megawatthours,megawatthours
2017-12-01,59922,South Campus Solar,SUN,Solar,DE,Delaware,ALL,80.64,81.45,megawatthours,megawatthours
2017-12-01,59922,South Campus Solar,SUN,Solar,DE,Delaware,PV,80.64,81.45,megawatthours,megawatthours
2017-12-01,60127,"Eastern Shore Solar, LLC",SUN,Solar,VA,Virginia,PV,8747.0,8747.0,megawatthours,megawatthours
2017-12-01,60128,Zephyr Wind,WND,Wind,OH,Ohio,ALL,1216.09,1216.09,megawatthours,megawatthours
2017-12-01,60128,Zephyr Wind,WND,Wind,OH,Ohio,WT,1216.09,1216.09,megawatthours,megawatthours
2017-12-01,60129,"Red Toad 1425 A Powatan Road, LLC",SUN,Solar,NC,North Carolina,ALL,234.59,235.53,megawatthours,megawatthours
2017-12-01,60129,"Red Toad 1425 A Powatan Road, LLC",SUN,Solar,NC,North Carolina,PV,234.59,235.53,megawatthours,megawatthours
2017-12-01,60131,Durham Solar,SUN,Solar,NC,North Carolina,ALL,347.85,349.41,megawatthours,megawatthours
2017-12-01,60131,Durham Solar,SUN,Solar,NC,North Carolina,PV,347.85,349.41,megawatthours,megawatthours
2017-12-01,60132,New Creek Wind,WND,Wind,WV,West Virginia,ALL,34712.0,34762.0,megawatthours,megawatthours
2017-12-01,60132,New Creek Wind,WND,Wind,WV,West Virginia,WT,34712.0,34762.0,megawatthours,megawatthours
2017-12-01,60133,"Morgan Farm, LLC",SUN,Solar,NC,North Carolina,ALL,546.46,548.79,megawatthours,megawatthours
2017-12-01,60133,"Morgan Farm, LLC",SUN,Solar,NC,North Carolina,PV,546.46,548.79,megawatthours,megawatthours
2017-12-01,60134,"Nashville Farms, LLC",SUN,Solar,NC,North Carolina,ALL,213.1,213.99,megawatthours,megawatthours
2017-12-01,60134,"Nashville Farms, LLC",SUN,Solar,NC,North Carolina,PV,213.1,213.99,megawatthours,megawatthours
2017-12-01,60135,"Cedar Solar, LLC",SUN,Solar,NC,North Carolina,ALL,546.24,548.46,megawatthours,megawatthours
2017-12-01,60135,"Cedar Solar, LLC",SUN,Solar,NC,North Carolina,PV,546.24,548.46,megawatthours,megawatthours
2017-12-01,60136,"Elm Solar, LLC",SUN,Solar,NC,North Carolina,ALL,554.57,556.79,megawatthours,megawatthours
2017-12-01,60136,"Elm Solar, LLC",SUN,Solar,NC,North Carolina,PV,554.57,556.79,megawatthours,megawatthours
2017-12-01,60142,Lemoore 1,SUN,Solar,CA,California,ALL,192.12,192.12,megawatthours,megawatthours
2017-12-01,60142,Lemoore 1,SUN,Solar,CA,California,PV,192.12,192.12,megawatthours,megawatthours
2017-12-01,61192,IKEA Joliet Rooftop PV System,SUN,Solar,IL,Illinois,ALL,24.0,24.0,megawatthours,megawatthours
2017-12-01,61192,IKEA Joliet Rooftop PV System,SUN,Solar,IL,Illinois,PV,24.0,24.0,megawatthours,megawatthours
2017-12-01,61193,IKEA Las Vegas 462,SUN,Solar,NV,Nevada,ALL,98.63,98.63,megawatthours,megawatthours
2017-12-01,61193,IKEA Las Vegas 462,SUN,Solar,NV,Nevada,PV,98.63,98.63,megawatthours,megawatthours
2017-12-01,61194,"Barker Solar, LLC",SUN,Solar,NC,North Carolina,ALL,156.0,163.0,megawatthours,megawatthours
2017-12-01,61194,"Barker Solar, LLC",SUN,Solar,NC,North Carolina,PV,156.0,163.0,megawatthours,megawatthours
2017-12-01,61195,"231 Dixon 74 Solar I, LLC",SUN,Solar,NC,North Carolina,ALL,176.1,176.68,megawatthours,megawatthours
2017-12-01,61195,"231 Dixon 74 Solar I, LLC",SUN,Solar,NC,North Carolina,PV,176.1,176.68,megawatthours,megawatthours
2017-12-01,61196,"Mill Pond Solar Farm, LLC",SUN,Solar,NC,North Carolina,ALL,516.37,519.69,megawatthours,megawatthours
2017-12-01,61196,"Mill Pond Solar Farm, LLC",SUN,Solar,NC,North Carolina,PV,516.37,519.69,megawatthours,megawatthours
2017-12-01,61198,Merck - Upper Gwynedd Solar Array,SUN,Solar,PA,Pennsylvania,ALL,65.89,65.89,megawatthours,megawatthours
2017-12-01,61198,Merck - Upper Gwynedd Solar Array,SUN,Solar,PA,Pennsylvania,PV,65.89,65.89,megawatthours,megawatthours
2017-12-01,61199,T0588 Phoenix - AZ,SUN,Solar,AZ,Arizona,ALL,135.09,135.09,megawatthours,megawatthours
2017-12-01,61199,T0588 Phoenix - AZ,SUN,Solar,AZ,Arizona,PV,135.09,135.09,megawatthours,megawatthours
2017-12-01,59239,Eagle Springs Solar LLC,SUN,Solar,CO,Colorado,PV,82.44,82.44,megawatthours,megawatthours
2017-12-01,59241,Brockelman,SUN,Solar,MA,Massachusetts,ALL,166.55,167.39,megawatthours,megawatthours
2017-12-01,59241,Brockelman,SUN,Solar,MA,Massachusetts,PV,166.55,167.39,megawatthours,megawatthours
2017-12-01,59242,Beverly,SUN,Solar,MA,Massachusetts,ALL,122.36,122.9,megawatthours,megawatthours
2017-12-01,59242,Beverly,SUN,Solar,MA,Massachusetts,PV,122.36,122.9,megawatthours,megawatthours
2017-12-01,59245,Fluvanna,WND,Wind,TX,Texas,ALL,43912.0,43971.0,megawatthours,megawatthours
2017-12-01,59245,Fluvanna,WND,Wind,TX,Texas,WT,43912.0,43971.0,megawatthours,megawatthours
2017-12-01,59248,CCMUA,SUN,Solar,NJ,New Jersey,ALL,92.19,92.19,megawatthours,megawatthours
2017-12-01,59248,CCMUA,SUN,Solar,NJ,New Jersey,PV,92.19,92.19,megawatthours,megawatthours
2017-12-01,59249,Rio Bravo Solar 1 LLC,SUN,Solar,CA,California,ALL,2787.15,2792.64,megawatthours,megawatthours
2017-12-01,59249,Rio Bravo Solar 1 LLC,SUN,Solar,CA,California,PV,2787.15,2792.64,megawatthours,megawatthours
2017-12-01,59250,Rio Bravo Solar II LLC,SUN,Solar,CA,California,ALL,2777.31,2781.87,megawatthours,megawatthours
2017-12-01,59250,Rio Bravo Solar II LLC,SUN,Solar,CA,California,PV,2777.31,2781.87,megawatthours,megawatthours
2017-12-01,59251,Caprock Solar 1 LLC,SUN,Solar,NM,New Mexico,ALL,3732.0,3732.0,megawatthours,megawatthours
2017-12-01,59251,Caprock Solar 1 LLC,SUN,Solar,NM,New Mexico,PV,3732.0,3732.0,megawatthours,megawatthours
2017-12-01,59253,Wildwood Solar II,SUN,Solar,CA,California,ALL,2094.15,2100.26,megawatthours,megawatthours
2017-12-01,58091,Keystone Solar,SUN,Solar,PA,Pennsylvania,PV,327.34,330.85,megawatthours,megawatthours
2017-12-01,58093,BBB Corporate Headquarters,SUN,Solar,NJ,New Jersey,ALL,58.63,58.63,megawatthours,megawatthours
2017-12-01,58093,BBB Corporate Headquarters,SUN,Solar,NJ,New Jersey,PV,58.63,58.63,megawatthours,megawatthours
2017-12-01,58094,Christmas Tree Shops DC Burlington NJ,SUN,Solar,NJ,New Jersey,ALL,129.37,129.37,megawatthours,megawatthours
2017-12-01,58094,Christmas Tree Shops DC Burlington NJ,SUN,Solar,NJ,New Jersey,PV,129.37,129.37,megawatthours,megawatthours
2017-12-01,58095,Harmon DC Totowa NJ,SUN,Solar,NJ,New Jersey,ALL,75.12,75.12,megawatthours,megawatthours
2017-12-01,58095,Harmon DC Totowa NJ,SUN,Solar,NJ,New Jersey,PV,75.12,75.12,megawatthours,megawatthours
2017-12-01,59477,Claire Solar Farm,SUN,Solar,VT,Vermont,ALL,119.85,120.76,megawatthours,megawatthours
2017-12-01,59477,Claire Solar Farm,SUN,Solar,VT,Vermont,PV,119.85,120.76,megawatthours,megawatthours
2017-12-01,59478,IMPA Richmond Solar Park,SUN,Solar,IN,Indiana,ALL,73.27,73.91,megawatthours,megawatthours
2017-12-01,59478,IMPA Richmond Solar Park,SUN,Solar,IN,Indiana,PV,73.27,73.91,megawatthours,megawatthours
2017-12-01,59479,IMPA Frankton Solar Park,SUN,Solar,IN,Indiana,ALL,30.35,30.82,megawatthours,megawatthours
2017-12-01,59479,IMPA Frankton Solar Park,SUN,Solar,IN,Indiana,PV,30.35,30.82,megawatthours,megawatthours
2017-12-01,59480,IMPA Rensselaer Solar Park,SUN,Solar,IN,Indiana,ALL,32.48,32.82,megawatthours,megawatthours
2017-12-01,59480,IMPA Rensselaer Solar Park,SUN,Solar,IN,Indiana,PV,32.48,32.82,megawatthours,megawatthours
2017-12-01,59481,IMPA Peru Solar Park,SUN,Solar,IN,Indiana,ALL,193.84,195.59,megawatthours,megawatthours
2017-12-01,59481,IMPA Peru Solar Park,SUN,Solar,IN,Indiana,PV,193.84,195.59,megawatthours,megawatthours
2017-12-01,59482,IMPA Tell City Solar Park,SUN,Solar,IN,Indiana,ALL,66.28,66.7,megawatthours,megawatthours
2017-12-01,59482,IMPA Tell City Solar Park,SUN,Solar,IN,Indiana,PV,66.28,66.7,megawatthours,megawatthours
2017-12-01,59483,IMPA Crawfordsville Solar Park,SUN,Solar,IN,Indiana,ALL,191.67,193.29,megawatthours,megawatthours
2017-12-01,59483,IMPA Crawfordsville Solar Park,SUN,Solar,IN,Indiana,PV,191.67,193.29,megawatthours,megawatthours
2017-12-01,59484,"Hadley Solar NG, LLC",SUN,Solar,MA,Massachusetts,ALL,125.49,125.49,megawatthours,megawatthours
2017-12-01,59484,"Hadley Solar NG, LLC",SUN,Solar,MA,Massachusetts,PV,125.49,125.49,megawatthours,megawatthours
2017-12-01,59705,Steel Sun,SUN,Solar,NY,New York,PV,167.55,167.55,megawatthours,megawatthours
2017-12-01,59706,BRE,SUN,Solar,NC,North Carolina,ALL,513.81,516.09,megawatthours,megawatthours
2017-12-01,59706,BRE,SUN,Solar,NC,North Carolina,PV,513.81,516.09,megawatthours,megawatthours
2017-12-01,59708,Franklinton Solar,SUN,Solar,NC,North Carolina,ALL,470.95,473.9,megawatthours,megawatthours
2017-12-01,59708,Franklinton Solar,SUN,Solar,NC,North Carolina,PV,470.95,473.9,megawatthours,megawatthours
2017-12-01,59709,St. Paul Intl Airport Red & Blue Parking,SUN,Solar,MN,Minnesota,ALL,86.0,86.0,megawatthours,megawatthours
2017-12-01,59709,St. Paul Intl Airport Red & Blue Parking,SUN,Solar,MN,Minnesota,PV,86.0,86.0,megawatthours,megawatthours
2017-12-01,58240,Kit Carson,SUN,Solar,NM,New Mexico,ALL,130.11,130.11,megawatthours,megawatthours
2017-12-01,58240,Kit Carson,SUN,Solar,NM,New Mexico,PV,130.11,130.11,megawatthours,megawatthours
2017-12-01,58241,Rock Hall,SUN,Solar,MD,Maryland,ALL,101.55,101.55,megawatthours,megawatthours
2017-12-01,58241,Rock Hall,SUN,Solar,MD,Maryland,PV,101.55,101.55,megawatthours,megawatthours
2017-12-01,58242,Pattern Panhandle Wind LLC,WND,Wind,TX,Texas,ALL,44425.0,45014.0,megawatthours,megawatthours
2017-12-01,58242,Pattern Panhandle Wind LLC,WND,Wind,TX,Texas,WT,44425.0,45014.0,megawatthours,megawatthours
2017-12-01,58243,Kent County - Worton Complex,SUN,Solar,MD,Maryland,ALL,84.84,84.84,megawatthours,megawatthours
2017-12-01,58243,Kent County - Worton Complex,SUN,Solar,MD,Maryland,PV,84.84,84.84,megawatthours,megawatthours
2017-12-01,58244,West Valley High School Solar,SUN,Solar,CA,California,ALL,74.87,74.87,megawatthours,megawatthours
2017-12-01,58244,West Valley High School Solar,SUN,Solar,CA,California,PV,74.87,74.87,megawatthours,megawatthours
2017-12-01,58441,Swauk Wind LLC,WND,Wind,WA,Washington,ALL,370.27,370.27,megawatthours,megawatthours
2017-12-01,58441,Swauk Wind LLC,WND,Wind,WA,Washington,WT,370.27,370.27,megawatthours,megawatthours
2017-12-01,58443,Martin Limestone Solar Array,SUN,Solar,PA,Pennsylvania,ALL,63.68,63.68,megawatthours,megawatthours
2017-12-01,58443,Martin Limestone Solar Array,SUN,Solar,PA,Pennsylvania,PV,63.68,63.68,megawatthours,megawatthours
2017-12-01,58444,Junction Hilltop Wind Farm,WND,Wind,IA,Iowa,ALL,2574.7,2578.36,megawatthours,megawatthours
2017-12-01,58444,Junction Hilltop Wind Farm,WND,Wind,IA,Iowa,WT,2574.7,2578.36,megawatthours,megawatthours
2017-12-01,58445,Arrache 4006,SUN,Solar,CA,California,ALL,143.37,143.37,megawatthours,megawatthours
2017-12-01,58445,Arrache 4006,SUN,Solar,CA,California,PV,143.37,143.37,megawatthours,megawatthours
2017-12-01,58446,Arrache 4013,SUN,Solar,CA,California,ALL,223.42,223.42,megawatthours,megawatthours
2017-12-01,58446,Arrache 4013,SUN,Solar,CA,California,PV,223.42,223.42,megawatthours,megawatthours
2017-12-01,58447,Arrache 8083,SUN,Solar,CA,California,ALL,120.21,120.21,megawatthours,megawatthours
2017-12-01,58447,Arrache 8083,SUN,Solar,CA,California,PV,120.21,120.21,megawatthours,megawatthours
2017-12-01,58448,Nunn,SUN,Solar,CA,California,ALL,147.67,147.67,megawatthours,megawatthours
2017-12-01,58448,Nunn,SUN,Solar,CA,California,PV,147.67,147.67,megawatthours,megawatthours
2017-12-01,58449,Rutan,SUN,Solar,CA,California,ALL,211.97,211.97,megawatthours,megawatthours
2017-12-01,58449,Rutan,SUN,Solar,CA,California,PV,211.97,211.97,megawatthours,megawatthours
2017-12-01,60350,"NRG Solar Las Vegas MB 2, LLC",SUN,Solar,NV,Nevada,ALL,172.68,172.68,megawatthours,megawatthours
2017-12-01,60350,"NRG Solar Las Vegas MB 2, LLC",SUN,Solar,NV,Nevada,PV,172.68,172.68,megawatthours,megawatthours
2017-12-01,60351,Bison Solar LLC,SUN,Solar,CO,Colorado,ALL,3052.35,3052.35,megawatthours,megawatthours
2017-12-01,60351,Bison Solar LLC,SUN,Solar,CO,Colorado,PV,3052.35,3052.35,megawatthours,megawatthours
2017-12-01,60352,"Boulder Solar Power, LLC",SUN,Solar,NV,Nevada,ALL,14435.0,14435.0,megawatthours,megawatthours
2017-12-01,60352,"Boulder Solar Power, LLC",SUN,Solar,NV,Nevada,PV,14435.0,14435.0,megawatthours,megawatthours
2017-12-01,60353,Cecil County CCVT HS,SUN,Solar,MD,Maryland,ALL,191.56,191.56,megawatthours,megawatthours
2017-12-01,60353,Cecil County CCVT HS,SUN,Solar,MD,Maryland,PV,191.56,191.56,megawatthours,megawatthours
2017-12-01,60354,Brady II Wind Energy Center,WND,Wind,ND,North Dakota,ALL,75769.0,77528.0,megawatthours,megawatthours
2017-12-01,60354,Brady II Wind Energy Center,WND,Wind,ND,North Dakota,WT,75769.0,77528.0,megawatthours,megawatthours
2017-12-01,60355,Brady Wind Energy Center,WND,Wind,ND,North Dakota,ALL,65383.99,66915.31,megawatthours,megawatthours
2017-12-01,60355,Brady Wind Energy Center,WND,Wind,ND,North Dakota,WT,65383.99,66915.31,megawatthours,megawatthours
2017-12-01,60361,Wortham Solar Farm,SUN,Solar,NC,North Carolina,ALL,498.54,500.87,megawatthours,megawatthours
2017-12-01,60361,Wortham Solar Farm,SUN,Solar,NC,North Carolina,PV,498.54,500.87,megawatthours,megawatthours
2017-12-01,60363,"White Farm Solar, LLC",SUN,Solar,NC,North Carolina,ALL,564.23,566.5,megawatthours,megawatthours
2017-12-01,60363,"White Farm Solar, LLC",SUN,Solar,NC,North Carolina,PV,564.23,566.5,megawatthours,megawatthours
2017-12-01,60365,Vulcraft Solar,SUN,Solar,NY,New York,ALL,96.57,98.03,megawatthours,megawatthours
2017-12-01,60365,Vulcraft Solar,SUN,Solar,NY,New York,PV,96.57,98.03,megawatthours,megawatthours
2017-12-01,60366,Old Settler Wind,WND,Wind,TX,Texas,ALL,46646.0,47290.0,megawatthours,megawatthours
2017-12-01,60366,Old Settler Wind,WND,Wind,TX,Texas,WT,46646.0,47290.0,megawatthours,megawatthours
2017-12-01,60367,"Snow Camp Solar, LLC",SUN,Solar,NC,North Carolina,ALL,643.96,646.34,megawatthours,megawatthours
2017-12-01,60367,"Snow Camp Solar, LLC",SUN,Solar,NC,North Carolina,PV,643.96,646.34,megawatthours,megawatthours
2017-12-01,60573,HQC Rock River Solar Power Gen Station,SUN,Solar,WI,Wisconsin,ALL,138.7,140.1,megawatthours,megawatthours
2017-12-01,60573,HQC Rock River Solar Power Gen Station,SUN,Solar,WI,Wisconsin,PV,138.7,140.1,megawatthours,megawatthours
2017-12-01,60574,"Great Western Wind Energy, LLC",WND,Wind,OK,Oklahoma,ALL,86086.0,87683.0,megawatthours,megawatthours
2017-12-01,60574,"Great Western Wind Energy, LLC",WND,Wind,OK,Oklahoma,WT,86086.0,87683.0,megawatthours,megawatthours
2017-12-01,60575,Wadesboro Farm 2,SUN,Solar,NC,North Carolina,ALL,555.51,557.62,megawatthours,megawatthours
2017-12-01,60575,Wadesboro Farm 2,SUN,Solar,NC,North Carolina,PV,555.51,557.62,megawatthours,megawatthours
2017-12-01,60576,Wadesboro Farm 3,SUN,Solar,NC,North Carolina,ALL,571.56,573.66,megawatthours,megawatthours
2017-12-01,60576,Wadesboro Farm 3,SUN,Solar,NC,North Carolina,PV,571.56,573.66,megawatthours,megawatthours
2017-12-01,60577,Hector Farm,SUN,Solar,NC,North Carolina,ALL,627.88,630.37,megawatthours,megawatthours
2017-12-01,60577,Hector Farm,SUN,Solar,NC,North Carolina,PV,627.88,630.37,megawatthours,megawatthours
2017-12-01,60578,Kojak Farm,SUN,Solar,NC,North Carolina,ALL,530.25,532.36,megawatthours,megawatthours
2017-12-01,60578,Kojak Farm,SUN,Solar,NC,North Carolina,PV,530.25,532.36,megawatthours,megawatthours
2017-12-01,60579,Meriwether Farm,SUN,Solar,NC,North Carolina,ALL,520.14,522.42,megawatthours,megawatthours
2017-12-01,60579,Meriwether Farm,SUN,Solar,NC,North Carolina,PV,520.14,522.42,megawatthours,megawatthours
2017-12-01,60580,Soluga Farms III,SUN,Solar,NC,North Carolina,ALL,548.74,550.84,megawatthours,megawatthours
2017-12-01,60580,Soluga Farms III,SUN,Solar,NC,North Carolina,PV,548.74,550.84,megawatthours,megawatthours
2017-12-01,60581,Upton County Solar,SUN,Solar,TX,Texas,ALL,21965.0,21965.0,megawatthours,megawatthours
2017-12-01,59462,Denver Intl Airport IV Solar,SUN,Solar,CO,Colorado,ALL,153.06,153.06,megawatthours,megawatthours
2017-12-01,59462,Denver Intl Airport IV Solar,SUN,Solar,CO,Colorado,PV,153.06,153.06,megawatthours,megawatthours
2017-12-01,59463,Ayers Village Solar,SUN,Solar,MA,Massachusetts,ALL,103.84,104.14,megawatthours,megawatthours
2017-12-01,59463,Ayers Village Solar,SUN,Solar,MA,Massachusetts,PV,103.84,104.14,megawatthours,megawatthours
2017-12-01,59464,Monson Solar,SUN,Solar,MA,Massachusetts,ALL,147.06,150.29,megawatthours,megawatthours
2017-12-01,59464,Monson Solar,SUN,Solar,MA,Massachusetts,PV,147.06,150.29,megawatthours,megawatthours
2017-12-01,59465,Sullivan Solar,SUN,Solar,MA,Massachusetts,ALL,74.24,77.47,megawatthours,megawatthours
2017-12-01,59465,Sullivan Solar,SUN,Solar,MA,Massachusetts,PV,74.24,77.47,megawatthours,megawatthours
2017-12-01,59466,Winchendon Solar,SUN,Solar,MA,Massachusetts,ALL,99.12,100.61,megawatthours,megawatthours
2017-12-01,59466,Winchendon Solar,SUN,Solar,MA,Massachusetts,PV,99.12,100.61,megawatthours,megawatthours
2017-12-01,59468,KS Solar Six LLC,SUN,Solar,MA,Massachusetts,ALL,106.32,106.43,megawatthours,megawatthours
2017-12-01,59468,KS Solar Six LLC,SUN,Solar,MA,Massachusetts,PV,106.32,106.43,megawatthours,megawatthours
2017-12-01,59469,Alamo Solar,SUN,Solar,CA,California,ALL,2642.59,2642.59,megawatthours,megawatthours
2017-12-01,59469,Alamo Solar,SUN,Solar,CA,California,PV,2642.59,2642.59,megawatthours,megawatthours
2017-12-01,59470,Cornell Snyder Road Solar Array,SUN,Solar,NY,New York,ALL,85.93,86.68,megawatthours,megawatthours
2017-12-01,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,ALL,2186.66,2186.66,megawatthours,megawatthours
2017-12-01,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,2186.66,2186.66,megawatthours,megawatthours
2017-12-01,59702,"Pavant Solar, LLC",SUN,Solar,UT,Utah,ALL,6087.48,6087.48,megawatthours,megawatthours
2017-12-01,59702,"Pavant Solar, LLC",SUN,Solar,UT,Utah,PV,6087.48,6087.48,megawatthours,megawatthours
2017-12-01,61590,NRG DG Foxborough Elm CSG,SUN,Solar,MA,Massachusetts,PV,52.08,52.08,megawatthours,megawatthours
2017-12-01,61591,Town of Foxborough - Landfill (SREC II) CSG,SUN,Solar,MA,Massachusetts,ALL,58.15,58.15,megawatthours,megawatthours
2017-12-01,61591,Town of Foxborough - Landfill (SREC II) CSG,SUN,Solar,MA,Massachusetts,PV,58.15,58.15,megawatthours,megawatthours
2017-12-01,61593,Westmont 301,SUN,Solar,CA,California,ALL,53.21,53.21,megawatthours,megawatthours
2017-12-01,61593,Westmont 301,SUN,Solar,CA,California,PV,53.21,53.21,megawatthours,megawatthours
2017-12-01,61594,Westmont 401,SUN,Solar,CA,California,ALL,179.15,179.15,megawatthours,megawatthours
2017-12-01,61594,Westmont 401,SUN,Solar,CA,California,PV,179.15,179.15,megawatthours,megawatthours
2017-12-01,61595,Flambeau Solar Partners,SUN,Solar,WI,Wisconsin,ALL,161.43,162.64,megawatthours,megawatthours
2017-12-01,59712,"San Roman Wind I, LLC",WND,Wind,TX,Texas,ALL,25331.0,25351.0,megawatthours,megawatthours
2017-12-01,59712,"San Roman Wind I, LLC",WND,Wind,TX,Texas,WT,25331.0,25351.0,megawatthours,megawatthours
2017-12-01,59713,Holdrege Solar Center,SUN,Solar,NE,Nebraska,ALL,250.0,252.0,megawatthours,megawatthours
2017-12-01,59713,Holdrege Solar Center,SUN,Solar,NE,Nebraska,PV,250.0,252.0,megawatthours,megawatthours
2017-12-01,59714,IKEA St. Louis 410,SUN,Solar,MO,Missouri,ALL,73.0,73.0,megawatthours,megawatthours
2017-12-01,59714,IKEA St. Louis 410,SUN,Solar,MO,Missouri,PV,73.0,73.0,megawatthours,megawatthours
2017-12-01,59715,DD Hay Road Solar 23 LLC,SUN,Solar,DE,Delaware,ALL,80.23,80.23,megawatthours,megawatthours
2017-12-01,59715,DD Hay Road Solar 23 LLC,SUN,Solar,DE,Delaware,PV,80.23,80.23,megawatthours,megawatthours
2017-12-01,59717,Framingham State University Plant,SUN,Solar,MA,Massachusetts,ALL,1.0,1.0,megawatthours,megawatthours
2017-12-01,59717,Framingham State University Plant,SUN,Solar,MA,Massachusetts,PV,1.0,1.0,megawatthours,megawatthours
2017-12-01,59937,"Coats Solar Farm, LLC",SUN,Solar,NC,North Carolina,ALL,558.67,560.45,megawatthours,megawatthours
2017-12-01,59937,"Coats Solar Farm, LLC",SUN,Solar,NC,North Carolina,PV,558.67,560.45,megawatthours,megawatthours
2017-12-01,59939,RE Tranquillity,SUN,Solar,CA,California,ALL,23597.48,23597.48,megawatthours,megawatthours
2017-12-01,59939,RE Tranquillity,SUN,Solar,CA,California,PV,23597.48,23597.48,megawatthours,megawatthours
2017-12-01,59940,"Great Valley Solar Portfolio Holdings, LLC",SUN,Solar,CA,California,ALL,10333.0,10487.0,megawatthours,megawatthours
2017-12-01,59940,"Great Valley Solar Portfolio Holdings, LLC",SUN,Solar,CA,California,PV,10333.0,10487.0,megawatthours,megawatthours
2017-12-01,59941,"Iron Springs Solar, LLC",SUN,Solar,UT,Utah,ALL,10936.9,10936.9,megawatthours,megawatthours
2017-12-01,59941,"Iron Springs Solar, LLC",SUN,Solar,UT,Utah,PV,10936.9,10936.9,megawatthours,megawatthours
2017-12-01,59942,Morgan Lancaster 1,SUN,Solar,CA,California,ALL,203.58,203.58,megawatthours,megawatthours
2017-12-01,59942,Morgan Lancaster 1,SUN,Solar,CA,California,PV,203.58,203.58,megawatthours,megawatthours
2017-12-01,59943,Rattlesnake Den,WND,Wind,TX,Texas,ALL,80179.0,80179.0,megawatthours,megawatthours
2017-12-01,59943,Rattlesnake Den,WND,Wind,TX,Texas,WT,80179.0,80179.0,megawatthours,megawatthours
