period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,value,value-units
2022-10-27,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Central,Central,10149,megawatthours
2022-10-27,BPAT,Bonneville Power Administration,SUN,Solar,Eastern,Eastern,887,megawatthours
2022-10-27,NE,New England,SUN,Solar,Eastern,Eastern,3093,megawatthours
2022-10-23,NWMT,NorthWestern Corporation,SUN,Solar,Mountain,Mountain,6,megawatthours
2022-10-23,NEVP,Nevada Power Company,SUN,Solar,Mountain,Mountain,13414,megawatthours
2022-10-23,CAR,Carolinas,SUN,Solar,Eastern,Eastern,27807,megawatthours
2022-10-23,TEN,Tennessee,SUN,Solar,Eastern,Eastern,3942,megawatthours
2022-10-23,CENT,Central,SUN,Solar,Central,Central,487,megawatthours
2022-10-23,TAL,City of Tallahassee,SUN,Solar,Eastern,Eastern,424,megawatthours
2022-10-23,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Mountain,Mountain,7930,megawatthours
2022-10-23,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Pacific,Pacific,0,megawatthours
2022-10-23,EPE,El Paso Electric Company,SUN,Solar,Mountain,Mountain,484,megawatthours
2022-10-23,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Mountain,Mountain,962,megawatthours
2022-10-27,TEX,Texas,SUN,Solar,Eastern,Eastern,49455,megawatthours
2022-10-26,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Pacific,Pacific,78424,megawatthours
2022-10-27,US48,United States Lower 48,SUN,Solar,Eastern,Eastern,315704,megawatthours
2022-10-27,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Mountain,Mountain,35,megawatthours
2022-10-26,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Pacific,Pacific,4136,megawatthours
2022-10-27,AVA,Avista Corporation,SUN,Solar,Arizona,Arizona,82,megawatthours
2022-10-27,CAL,California,SUN,Solar,Mountain,Mountain,106930,megawatthours
2022-10-26,SE,Southeast,SUN,Solar,Mountain,Mountain,9189,megawatthours
2022-10-26,US48,United States Lower 48,SUN,Solar,Pacific,Pacific,303038,megawatthours
2022-10-27,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Central,Central,35,megawatthours
2022-10-26,CPLW,Duke Energy Progress West,SUN,Solar,Pacific,Pacific,105,megawatthours
2022-10-23,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Arizona,Arizona,7930,megawatthours
2022-10-23,TEPC,Tucson Electric Power,SUN,Solar,Mountain,Mountain,2097,megawatthours
2022-10-23,CISO,California Independent System Operator,SUN,Solar,Arizona,Arizona,83534,megawatthours
2022-10-23,PJM,"PJM Interconnection, LLC",SUN,Solar,Eastern,Eastern,9479,megawatthours
2022-10-23,EPE,El Paso Electric Company,SUN,Solar,Pacific,Pacific,484,megawatthours
2022-10-23,CPLW,Duke Energy Progress West,SUN,Solar,Eastern,Eastern,0,megawatthours
2022-10-23,SE,Southeast,SUN,Solar,Central,Central,9908,megawatthours
2022-10-23,BPAT,Bonneville Power Administration,SUN,Solar,Arizona,Arizona,735,megawatthours
2022-10-23,NEVP,Nevada Power Company,SUN,Solar,Central,Central,13414,megawatthours
2022-10-23,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Arizona,Arizona,930,megawatthours
2022-10-27,BANC,Balancing Authority of Northern California,SUN,Solar,Eastern,Eastern,1278,megawatthours
2022-10-27,AVA,Avista Corporation,SUN,Solar,Mountain,Mountain,82,megawatthours
2022-10-27,IID,Imperial Irrigation District,SUN,Solar,Mountain,Mountain,3881,megawatthours
2022-10-27,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Pacific,Pacific,1640,megawatthours
2022-10-26,SWPP,Southwest Power Pool,SUN,Solar,Mountain,Mountain,1213,megawatthours
2022-10-26,SEC,Seminole Electric Cooperative,SUN,Solar,Central,Central,9,megawatthours
2022-10-26,CENT,Central,SUN,Solar,Mountain,Mountain,1213,megawatthours
2022-10-27,BPAT,Bonneville Power Administration,SUN,Solar,Central,Central,888,megawatthours
2022-10-27,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Arizona,Arizona,0,megawatthours
2022-10-26,NY,New York,SUN,Solar,Central,Central,0,megawatthours
2022-10-26,MIDW,Midwest,SUN,Solar,Pacific,Pacific,14264,megawatthours
2022-10-27,SW,Southwest,SUN,Solar,Mountain,Mountain,15367,megawatthours
2022-10-26,TEC,Tampa Electric Company,SUN,Solar,Mountain,Mountain,0,megawatthours
2022-10-26,TVA,Tennessee Valley Authority,SUN,Solar,Mountain,Mountain,2301,megawatthours
2022-10-26,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Arizona,Arizona,4190,megawatthours
2022-10-27,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Central,Central,0,megawatthours
2022-10-27,PJM,"PJM Interconnection, LLC",SUN,Solar,Eastern,Eastern,21010,megawatthours
2022-10-27,EPE,El Paso Electric Company,SUN,Solar,Central,Central,764,megawatthours
2022-10-26,TEN,Tennessee,SUN,Solar,Arizona,Arizona,2303,megawatthours
2022-10-27,SWPP,Southwest Power Pool,SUN,Solar,Eastern,Eastern,710,megawatthours
2022-10-23,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Eastern,Eastern,931,megawatthours
2022-10-23,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Pacific,Pacific,930,megawatthours
2022-10-23,TVA,Tennessee Valley Authority,SUN,Solar,Eastern,Eastern,3942,megawatthours
2022-10-23,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Pacific,Pacific,1583,megawatthours
2022-10-27,CAR,Carolinas,SUN,Solar,Eastern,Eastern,24605,megawatthours
2022-10-26,NY,New York,SUN,Solar,Arizona,Arizona,0,megawatthours
2022-10-26,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Mountain,Mountain,15,megawatthours
2022-10-26,PJM,"PJM Interconnection, LLC",SUN,Solar,Arizona,Arizona,6241,megawatthours
2022-10-27,PACW,PacifiCorp West,SUN,Solar,Arizona,Arizona,2108,megawatthours
2022-10-27,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Mountain,Mountain,0,megawatthours
2022-10-26,JEA,JEA,SUN,Solar,Central,Central,165,megawatthours
2022-10-27,FPL,Florida Power & Light Co.,SUN,Solar,Eastern,Eastern,21417,megawatthours
2022-10-27,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Mountain,Mountain,3229,megawatthours
2022-10-27,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Arizona,Arizona,998,megawatthours
2022-10-27,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Eastern,Eastern,7835,megawatthours
2022-10-26,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Central,Central,4190,megawatthours
2022-10-27,SC,South Carolina Public Service Authority,SUN,Solar,Eastern,Eastern,345,megawatthours
2022-10-26,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Central,Central,4136,megawatthours
2022-10-23,SW,Southwest,SUN,Solar,Pacific,Pacific,12412,megawatthours
2022-10-23,TVA,Tennessee Valley Authority,SUN,Solar,Central,Central,3943,megawatthours
2022-10-23,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Eastern,Eastern,1412,megawatthours
2022-10-23,BANC,Balancing Authority of Northern California,SUN,Solar,Central,Central,1145,megawatthours
2022-10-23,EPE,El Paso Electric Company,SUN,Solar,Arizona,Arizona,484,megawatthours
2022-10-23,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Mountain,Mountain,0,megawatthours
2022-10-23,SW,Southwest,SUN,Solar,Mountain,Mountain,12471,megawatthours
2022-10-23,MIDW,Midwest,SUN,Solar,Eastern,Eastern,13084,megawatthours
2022-10-23,SEC,Seminole Electric Cooperative,SUN,Solar,Eastern,Eastern,5,megawatthours
2022-10-23,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Arizona,Arizona,1583,megawatthours
2022-10-23,CENT,Central,SUN,Solar,Eastern,Eastern,487,megawatthours
2022-10-23,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Mountain,Mountain,1412,megawatthours
2022-10-23,PNM,Public Service Company of New Mexico,SUN,Solar,Eastern,Eastern,2209,megawatthours
2022-10-23,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Eastern,Eastern,0,megawatthours
2022-10-23,CAL,California,SUN,Solar,Central,Central,96398,megawatthours
2022-10-23,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Pacific,Pacific,50,megawatthours
2022-10-27,CAL,California,SUN,Solar,Pacific,Pacific,106930,megawatthours
2022-10-27,TEN,Tennessee,SUN,Solar,Central,Central,4444,megawatthours
2022-10-27,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Pacific,Pacific,7835,megawatthours
2022-10-27,IID,Imperial Irrigation District,SUN,Solar,Arizona,Arizona,3881,megawatthours
2022-10-27,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Central,Central,693,megawatthours
2022-10-26,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Arizona,Arizona,4136,megawatthours
2022-10-27,BPAT,Bonneville Power Administration,SUN,Solar,Arizona,Arizona,888,megawatthours
2022-10-27,CENT,Central,SUN,Solar,Eastern,Eastern,710,megawatthours
2022-10-26,TEX,Texas,SUN,Solar,Pacific,Pacific,78424,megawatthours
2022-10-26,FLA,Florida,SUN,Solar,Central,Central,28577,megawatthours
2022-10-27,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Eastern,Eastern,693,megawatthours
2022-10-26,MIDA,Mid-Atlantic,SUN,Solar,Arizona,Arizona,6241,megawatthours
2022-10-26,DUK,Duke Energy Carolinas,SUN,Solar,Pacific,Pacific,2547,megawatthours
2022-10-26,MIDW,Midwest,SUN,Solar,Central,Central,14266,megawatthours
2022-10-26,CPLW,Duke Energy Progress West,SUN,Solar,Central,Central,105,megawatthours
2022-10-27,BANC,Balancing Authority of Northern California,SUN,Solar,Central,Central,1278,megawatthours
2022-10-27,BANC,Balancing Authority of Northern California,SUN,Solar,Mountain,Mountain,1278,megawatthours
2022-10-23,NW,Northwest,SUN,Solar,Mountain,Mountain,28987,megawatthours
2022-10-23,IPCO,Idaho Power Company,SUN,Solar,Arizona,Arizona,1318,megawatthours
2022-10-23,AZPS,Arizona Public Service Company,SUN,Solar,Eastern,Eastern,4770,megawatthours
2022-10-23,TEPC,Tucson Electric Power,SUN,Solar,Eastern,Eastern,2097,megawatthours
2022-10-23,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Mountain,Mountain,50,megawatthours
2022-10-23,PNM,Public Service Company of New Mexico,SUN,Solar,Pacific,Pacific,2209,megawatthours
2022-10-23,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Mountain,Mountain,1582,megawatthours
2022-10-23,BPAT,Bonneville Power Administration,SUN,Solar,Central,Central,734,megawatthours
2022-10-23,FPL,Florida Power & Light Co.,SUN,Solar,Eastern,Eastern,36963,megawatthours
2022-10-23,PACW,PacifiCorp West,SUN,Solar,Mountain,Mountain,2194,megawatthours
2022-10-23,NEVP,Nevada Power Company,SUN,Solar,Arizona,Arizona,13414,megawatthours
2022-10-23,BANC,Balancing Authority of Northern California,SUN,Solar,Arizona,Arizona,1145,megawatthours
2022-10-27,SW,Southwest,SUN,Solar,Central,Central,15354,megawatthours
2022-10-26,CAR,Carolinas,SUN,Solar,Mountain,Mountain,14074,megawatthours
2022-10-26,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Mountain,Mountain,4136,megawatthours
2022-10-27,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Arizona,Arizona,1640,megawatthours
2022-10-26,SC,South Carolina Public Service Authority,SUN,Solar,Pacific,Pacific,212,megawatthours
2022-10-27,TEPC,Tucson Electric Power,SUN,Solar,Central,Central,3039,megawatthours
2022-10-26,TEC,Tampa Electric Company,SUN,Solar,Central,Central,0,megawatthours
2022-10-27,TEX,Texas,SUN,Solar,Central,Central,49456,megawatthours
2022-10-27,PACW,PacifiCorp West,SUN,Solar,Mountain,Mountain,2108,megawatthours
2022-10-27,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Eastern,Eastern,0,megawatthours
2022-10-27,TEPC,Tucson Electric Power,SUN,Solar,Arizona,Arizona,3039,megawatthours
2022-10-27,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Pacific,Pacific,998,megawatthours
2022-10-27,NYIS,New York Independent System Operator,SUN,Solar,Eastern,Eastern,0,megawatthours
2022-10-23,CAL,California,SUN,Solar,Arizona,Arizona,96398,megawatthours
2022-10-23,CISO,California Independent System Operator,SUN,Solar,Mountain,Mountain,83534,megawatthours
2022-10-23,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Mountain,Mountain,931,megawatthours
2022-10-23,PNM,Public Service Company of New Mexico,SUN,Solar,Arizona,Arizona,2209,megawatthours
2022-10-23,CISO,California Independent System Operator,SUN,Solar,Pacific,Pacific,83534,megawatthours
2022-10-23,IPCO,Idaho Power Company,SUN,Solar,Central,Central,1318,megawatthours
2022-10-23,CISO,California Independent System Operator,SUN,Solar,Eastern,Eastern,83534,megawatthours
2022-10-23,CAL,California,SUN,Solar,Eastern,Eastern,96398,megawatthours
2022-10-23,AVA,Avista Corporation,SUN,Solar,Central,Central,88,megawatthours
2022-10-23,SWPP,Southwest Power Pool,SUN,Solar,Central,Central,487,megawatthours
2022-10-23,TEC,Tampa Electric Company,SUN,Solar,Eastern,Eastern,4591,megawatthours
2022-10-23,NW,Northwest,SUN,Solar,Eastern,Eastern,29001,megawatthours
2022-10-23,SW,Southwest,SUN,Solar,Central,Central,12500,megawatthours
2022-10-23,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Central,Central,13013,megawatthours
2022-10-23,PSCO,Public Service Company of Colorado,SUN,Solar,Central,Central,4195,megawatthours
2022-10-26,ISNE,ISO New England,SUN,Solar,Arizona,Arizona,695,megawatthours
2022-10-27,CISO,California Independent System Operator,SUN,Solar,Central,Central,93936,megawatthours
2022-10-26,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Mountain,Mountain,4190,megawatthours
2022-10-27,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Central,Central,1640,megawatthours
2022-10-26,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Mountain,Mountain,14250,megawatthours
2022-10-27,JEA,JEA,SUN,Solar,Eastern,Eastern,212,megawatthours
2022-10-27,EPE,El Paso Electric Company,SUN,Solar,Mountain,Mountain,764,megawatthours
2022-10-27,BANC,Balancing Authority of Northern California,SUN,Solar,Arizona,Arizona,1278,megawatthours
2022-10-27,SE,Southeast,SUN,Solar,Central,Central,10149,megawatthours
2022-10-27,CAL,California,SUN,Solar,Central,Central,106930,megawatthours
2022-10-27,AZPS,Arizona Public Service Company,SUN,Solar,Arizona,Arizona,4427,megawatthours
2022-10-26,CAR,Carolinas,SUN,Solar,Arizona,Arizona,14072,megawatthours
2022-10-26,NYIS,New York Independent System Operator,SUN,Solar,Pacific,Pacific,0,megawatthours
2022-10-27,PSCO,Public Service Company of Colorado,SUN,Solar,Central,Central,1056,megawatthours
2022-10-27,BPAT,Bonneville Power Administration,SUN,Solar,Mountain,Mountain,888,megawatthours
2022-10-26,CPLW,Duke Energy Progress West,SUN,Solar,Arizona,Arizona,105,megawatthours
2022-10-27,MIDW,Midwest,SUN,Solar,Eastern,Eastern,14831,megawatthours
2022-10-26,TEN,Tennessee,SUN,Solar,Mountain,Mountain,2301,megawatthours
2022-10-26,PACE,PacifiCorp East,SUN,Solar,Pacific,Pacific,7949,megawatthours
2022-10-23,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Central,Central,962,megawatthours
2022-10-23,SW,Southwest,SUN,Solar,Arizona,Arizona,12412,megawatthours
2022-10-23,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Eastern,Eastern,962,megawatthours
2022-10-23,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Eastern,Eastern,7930,megawatthours
2022-10-23,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Eastern,Eastern,6638,megawatthours
2022-10-23,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Central,Central,71,megawatthours
2022-10-23,PACW,PacifiCorp West,SUN,Solar,Pacific,Pacific,2194,megawatthours
2022-10-23,AVA,Avista Corporation,SUN,Solar,Arizona,Arizona,88,megawatthours
2022-10-23,NE,New England,SUN,Solar,Eastern,Eastern,1093,megawatthours
2022-10-23,SW,Southwest,SUN,Solar,Eastern,Eastern,12519,megawatthours
2022-10-23,NW,Northwest,SUN,Solar,Central,Central,28986,megawatthours
2022-10-23,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Eastern,Eastern,5651,megawatthours
2022-10-23,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Arizona,Arizona,0,megawatthours
2022-10-23,BPAT,Bonneville Power Administration,SUN,Solar,Eastern,Eastern,749,megawatthours
2022-10-23,BPAT,Bonneville Power Administration,SUN,Solar,Pacific,Pacific,735,megawatthours
2022-10-23,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Central,Central,9908,megawatthours
2022-10-23,PACE,PacifiCorp East,SUN,Solar,Central,Central,5095,megawatthours
2022-10-23,NWMT,NorthWestern Corporation,SUN,Solar,Central,Central,6,megawatthours
2022-10-23,BANC,Balancing Authority of Northern California,SUN,Solar,Mountain,Mountain,1145,megawatthours
2022-10-23,TEPC,Tucson Electric Power,SUN,Solar,Arizona,Arizona,2097,megawatthours
2022-10-23,NEVP,Nevada Power Company,SUN,Solar,Eastern,Eastern,13414,megawatthours
2022-10-26,SC,South Carolina Public Service Authority,SUN,Solar,Arizona,Arizona,212,megawatthours
2022-10-26,SC,South Carolina Public Service Authority,SUN,Solar,Central,Central,212,megawatthours
2022-10-27,IPCO,Idaho Power Company,SUN,Solar,Central,Central,1488,megawatthours
2022-10-26,CPLE,Duke Energy Progress East,SUN,Solar,Central,Central,7020,megawatthours
2022-10-26,CENT,Central,SUN,Solar,Pacific,Pacific,1213,megawatthours
2022-10-27,TEPC,Tucson Electric Power,SUN,Solar,Eastern,Eastern,3039,megawatthours
2022-10-27,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Arizona,Arizona,7835,megawatthours
2022-10-27,SWPP,Southwest Power Pool,SUN,Solar,Central,Central,710,megawatthours
2022-10-26,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Pacific,Pacific,9188,megawatthours
2022-10-27,TEPC,Tucson Electric Power,SUN,Solar,Pacific,Pacific,3039,megawatthours
2022-10-26,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Pacific,Pacific,15,megawatthours
2022-10-26,FMPP,Florida Municipal Power Pool,SUN,Solar,Pacific,Pacific,1202,megawatthours
2022-10-27,PACE,PacifiCorp East,SUN,Solar,Mountain,Mountain,10540,megawatthours
2022-10-26,MIDW,Midwest,SUN,Solar,Arizona,Arizona,14264,megawatthours
2022-10-23,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Central,Central,0,megawatthours
2022-10-23,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Pacific,Pacific,7930,megawatthours
2022-10-23,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Central,Central,930,megawatthours
2022-10-23,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Arizona,Arizona,50,megawatthours
2022-10-23,IID,Imperial Irrigation District,SUN,Solar,Mountain,Mountain,3789,megawatthours
2022-10-23,BPAT,Bonneville Power Administration,SUN,Solar,Mountain,Mountain,734,megawatthours
2022-10-23,IID,Imperial Irrigation District,SUN,Solar,Eastern,Eastern,3789,megawatthours
2022-10-23,PSCO,Public Service Company of Colorado,SUN,Solar,Mountain,Mountain,4195,megawatthours
2022-10-23,AZPS,Arizona Public Service Company,SUN,Solar,Central,Central,4732,megawatthours
2022-10-23,FLA,Florida,SUN,Solar,Eastern,Eastern,49188,megawatthours
2022-10-23,IPCO,Idaho Power Company,SUN,Solar,Mountain,Mountain,1318,megawatthours
2022-10-23,SWPP,Southwest Power Pool,SUN,Solar,Eastern,Eastern,487,megawatthours
2022-10-23,IID,Imperial Irrigation District,SUN,Solar,Pacific,Pacific,3789,megawatthours
2022-10-23,NY,New York,SUN,Solar,Eastern,Eastern,0,megawatthours
2022-10-23,CISO,California Independent System Operator,SUN,Solar,Central,Central,83534,megawatthours
2022-10-27,AZPS,Arizona Public Service Company,SUN,Solar,Central,Central,4402,megawatthours
2022-10-27,IID,Imperial Irrigation District,SUN,Solar,Pacific,Pacific,3881,megawatthours
2022-10-27,PACW,PacifiCorp West,SUN,Solar,Eastern,Eastern,2108,megawatthours
2022-10-26,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Arizona,Arizona,9188,megawatthours
2022-10-26,TVA,Tennessee Valley Authority,SUN,Solar,Pacific,Pacific,2303,megawatthours
2022-10-27,CISO,California Independent System Operator,SUN,Solar,Mountain,Mountain,93936,megawatthours
2022-10-27,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Eastern,Eastern,14755,megawatthours
2022-10-27,IID,Imperial Irrigation District,SUN,Solar,Eastern,Eastern,3881,megawatthours
2022-10-27,NWMT,NorthWestern Corporation,SUN,Solar,Mountain,Mountain,53,megawatthours
2022-10-26,CPLE,Duke Energy Progress East,SUN,Solar,Pacific,Pacific,7018,megawatthours
2022-10-26,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Arizona,Arizona,15,megawatthours
2022-10-27,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Central,Central,7835,megawatthours
2022-10-27,NEVP,Nevada Power Company,SUN,Solar,Eastern,Eastern,16357,megawatthours
2022-10-26,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Mountain,Mountain,78424,megawatthours
2022-10-27,CAL,California,SUN,Solar,Eastern,Eastern,106930,megawatthours
2022-10-27,AZPS,Arizona Public Service Company,SUN,Solar,Mountain,Mountain,4415,megawatthours
2022-10-26,FPL,Florida Power & Light Co.,SUN,Solar,Mountain,Mountain,22649,megawatthours
2022-10-26,MIDW,Midwest,SUN,Solar,Mountain,Mountain,14265,megawatthours
2022-10-26,ISNE,ISO New England,SUN,Solar,Central,Central,695,megawatthours
2022-10-26,US48,United States Lower 48,SUN,Solar,Mountain,Mountain,303045,megawatthours
2022-10-23,AVA,Avista Corporation,SUN,Solar,Mountain,Mountain,88,megawatthours
2022-10-23,CPLE,Duke Energy Progress East,SUN,Solar,Eastern,Eastern,14067,megawatthours
2022-10-23,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Pacific,Pacific,1412,megawatthours
2022-10-23,CAL,California,SUN,Solar,Mountain,Mountain,96398,megawatthours
2022-10-23,AVA,Avista Corporation,SUN,Solar,Eastern,Eastern,88,megawatthours
2022-10-23,SC,South Carolina Public Service Authority,SUN,Solar,Eastern,Eastern,539,megawatthours
2022-10-23,AZPS,Arizona Public Service Company,SUN,Solar,Pacific,Pacific,4627,megawatthours
2022-10-23,AVA,Avista Corporation,SUN,Solar,Pacific,Pacific,88,megawatthours
2022-10-23,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Arizona,Arizona,1412,megawatthours
2022-10-23,PSCO,Public Service Company of Colorado,SUN,Solar,Eastern,Eastern,4194,megawatthours
2022-10-23,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Central,Central,1412,megawatthours
2022-10-23,PNM,Public Service Company of New Mexico,SUN,Solar,Mountain,Mountain,2209,megawatthours
2022-10-23,EPE,El Paso Electric Company,SUN,Solar,Eastern,Eastern,484,megawatthours
2022-10-23,PACW,PacifiCorp West,SUN,Solar,Arizona,Arizona,2194,megawatthours
2022-10-23,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Eastern,Eastern,13013,megawatthours
2022-10-23,AZPS,Arizona Public Service Company,SUN,Solar,Arizona,Arizona,4627,megawatthours
2022-10-23,ISNE,ISO New England,SUN,Solar,Eastern,Eastern,1093,megawatthours
2022-10-23,SE,Southeast,SUN,Solar,Eastern,Eastern,9910,megawatthours
2022-10-26,CISO,California Independent System Operator,SUN,Solar,Arizona,Arizona,86569,megawatthours
2022-10-25,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Pacific,Pacific,4905,megawatthours
2022-10-25,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Mountain,Mountain,5992,megawatthours
2022-10-26,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Eastern,Eastern,1046,megawatthours
2022-10-25,NE,New England,SUN,Solar,Central,Central,1024,megawatthours
2022-10-25,FPL,Florida Power & Light Co.,SUN,Solar,Central,Central,22660,megawatthours
2022-10-26,NEVP,Nevada Power Company,SUN,Solar,Mountain,Mountain,15020,megawatthours
2022-10-26,PSCO,Public Service Company of Colorado,SUN,Solar,Eastern,Eastern,3956,megawatthours
2022-10-25,SC,South Carolina Public Service Authority,SUN,Solar,Arizona,Arizona,485,megawatthours
2022-10-26,TAL,City of Tallahassee,SUN,Solar,Eastern,Eastern,416,megawatthours
2022-10-24,NW,Northwest,SUN,Solar,Mountain,Mountain,35717,megawatthours
2022-10-23,FLA,Florida,SUN,Solar,Mountain,Mountain,49189,megawatthours
2022-10-23,CPLE,Duke Energy Progress East,SUN,Solar,Mountain,Mountain,14068,megawatthours
2022-10-23,NE,New England,SUN,Solar,Central,Central,1093,megawatthours
2022-10-23,PSCO,Public Service Company of Colorado,SUN,Solar,Arizona,Arizona,4192,megawatthours
2022-10-24,TEPC,Tucson Electric Power,SUN,Solar,Pacific,Pacific,3139,megawatthours
2022-10-24,TEPC,Tucson Electric Power,SUN,Solar,Eastern,Eastern,3139,megawatthours
2022-10-24,AVA,Avista Corporation,SUN,Solar,Pacific,Pacific,41,megawatthours
2022-10-23,DUK,Duke Energy Carolinas,SUN,Solar,Pacific,Pacific,6561,megawatthours
2022-10-24,IPCO,Idaho Power Company,SUN,Solar,Eastern,Eastern,808,megawatthours
2022-10-23,CPLW,Duke Energy Progress West,SUN,Solar,Arizona,Arizona,0,megawatthours
2022-10-24,AZPS,Arizona Public Service Company,SUN,Solar,Mountain,Mountain,4810,megawatthours
2022-10-26,CAR,Carolinas,SUN,Solar,Eastern,Eastern,14079,megawatthours
2022-10-25,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Mountain,Mountain,5767,megawatthours
2022-10-26,MIDW,Midwest,SUN,Solar,Eastern,Eastern,14267,megawatthours
2022-10-25,NY,New York,SUN,Solar,Mountain,Mountain,0,megawatthours
2022-10-25,TVA,Tennessee Valley Authority,SUN,Solar,Arizona,Arizona,1177,megawatthours
2022-10-25,DUK,Duke Energy Carolinas,SUN,Solar,Pacific,Pacific,5958,megawatthours
2022-10-26,PNM,Public Service Company of New Mexico,SUN,Solar,Pacific,Pacific,3462,megawatthours
2022-10-25,PACE,PacifiCorp East,SUN,Solar,Arizona,Arizona,7853,megawatthours
2022-10-26,IPCO,Idaho Power Company,SUN,Solar,Arizona,Arizona,1050,megawatthours
2022-10-26,CISO,California Independent System Operator,SUN,Solar,Pacific,Pacific,86569,megawatthours
2022-10-25,CAR,Carolinas,SUN,Solar,Pacific,Pacific,24137,megawatthours
2022-10-26,SWPP,Southwest Power Pool,SUN,Solar,Central,Central,1213,megawatthours
2022-10-28,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Mountain,Mountain,31218,megawatthours
2022-10-29,SE,Southeast,SUN,Solar,Central,Central,3466,megawatthours
2022-10-29,FPL,Florida Power & Light Co.,SUN,Solar,Eastern,Eastern,13333,megawatthours
