period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,value,value-units
2022-10-28,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Mountain,Mountain,3255,megawatthours
2022-10-28,TEC,Tampa Electric Company,SUN,Solar,Pacific,Pacific,3762,megawatthours
2022-10-28,TAL,City of Tallahassee,SUN,Solar,Pacific,Pacific,258,megawatthours
2022-10-29,TVA,Tennessee Valley Authority,SUN,Solar,Central,Central,2797,megawatthours
2022-10-28,SWPP,Southwest Power Pool,SUN,Solar,Pacific,Pacific,1296,megawatthours
2022-10-29,EPE,El Paso Electric Company,SUN,Solar,Pacific,Pacific,807,megawatthours
2022-10-28,ISNE,ISO New England,SUN,Solar,Central,Central,2782,megawatthours
2022-10-29,PACE,PacifiCorp East,SUN,Solar,Eastern,Eastern,9606,megawatthours
2022-10-28,TVA,Tennessee Valley Authority,SUN,Solar,Arizona,Arizona,3676,megawatthours
2022-10-29,BPAT,Bonneville Power Administration,SUN,Solar,Pacific,Pacific,828,megawatthours
2022-10-26,NEVP,Nevada Power Company,SUN,Solar,Arizona,Arizona,15017,megawatthours
2022-10-26,CAL,California,SUN,Solar,Eastern,Eastern,98887,megawatthours
2022-10-25,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Mountain,Mountain,86890,megawatthours
2022-10-26,BANC,Balancing Authority of Northern California,SUN,Solar,Pacific,Pacific,1291,megawatthours
2022-10-26,TVA,Tennessee Valley Authority,SUN,Solar,Eastern,Eastern,2301,megawatthours
2022-10-26,SW,Southwest,SUN,Solar,Pacific,Pacific,16762,megawatthours
2022-10-25,JEA,JEA,SUN,Solar,Pacific,Pacific,233,megawatthours
2022-10-26,CAL,California,SUN,Solar,Central,Central,98887,megawatthours
2022-10-25,TAL,City of Tallahassee,SUN,Solar,Mountain,Mountain,254,megawatthours
2022-10-26,NY,New York,SUN,Solar,Eastern,Eastern,0,megawatthours
2022-10-26,PNM,Public Service Company of New Mexico,SUN,Solar,Mountain,Mountain,3461,megawatthours
2022-10-25,US48,United States Lower 48,SUN,Solar,Central,Central,323687,megawatthours
2022-10-26,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Pacific,Pacific,3250,megawatthours
2022-10-25,JEA,JEA,SUN,Solar,Mountain,Mountain,233,megawatthours
2022-10-26,NE,New England,SUN,Solar,Eastern,Eastern,695,megawatthours
2022-10-23,PJM,"PJM Interconnection, LLC",SUN,Solar,Mountain,Mountain,9479,megawatthours
2022-10-23,TEX,Texas,SUN,Solar,Mountain,Mountain,33951,megawatthours
2022-10-24,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Eastern,Eastern,8388,megawatthours
2022-10-24,PACW,PacifiCorp West,SUN,Solar,Eastern,Eastern,873,megawatthours
2022-10-23,SE,Southeast,SUN,Solar,Pacific,Pacific,9908,megawatthours
2022-10-23,CPLW,Duke Energy Progress West,SUN,Solar,Mountain,Mountain,0,megawatthours
2022-10-23,TVA,Tennessee Valley Authority,SUN,Solar,Arizona,Arizona,3943,megawatthours
2022-10-23,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Eastern,Eastern,33951,megawatthours
2022-10-23,TEC,Tampa Electric Company,SUN,Solar,Central,Central,4591,megawatthours
2022-10-24,PACW,PacifiCorp West,SUN,Solar,Mountain,Mountain,873,megawatthours
2022-10-24,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Central,Central,1688,megawatthours
2022-10-23,NWMT,NorthWestern Corporation,SUN,Solar,Pacific,Pacific,6,megawatthours
2022-10-23,NY,New York,SUN,Solar,Central,Central,0,megawatthours
2022-10-23,NYIS,New York Independent System Operator,SUN,Solar,Arizona,Arizona,0,megawatthours
2022-10-23,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Pacific,Pacific,13012,megawatthours
2022-10-23,TAL,City of Tallahassee,SUN,Solar,Pacific,Pacific,424,megawatthours
2022-10-23,NY,New York,SUN,Solar,Pacific,Pacific,0,megawatthours
2022-10-24,IID,Imperial Irrigation District,SUN,Solar,Pacific,Pacific,4078,megawatthours
2022-10-23,PSCO,Public Service Company of Colorado,SUN,Solar,Pacific,Pacific,4192,megawatthours
2022-10-24,SW,Southwest,SUN,Solar,Central,Central,16255,megawatthours
2022-10-23,CPLE,Duke Energy Progress East,SUN,Solar,Arizona,Arizona,14069,megawatthours
2022-10-23,CPLE,Duke Energy Progress East,SUN,Solar,Central,Central,14068,megawatthours
2022-10-23,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Arizona,Arizona,71,megawatthours
2022-10-24,CAL,California,SUN,Solar,Arizona,Arizona,107287,megawatthours
2022-10-26,SC,South Carolina Public Service Authority,SUN,Solar,Eastern,Eastern,212,megawatthours
2022-10-25,NW,Northwest,SUN,Solar,Pacific,Pacific,33701,megawatthours
2022-10-26,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Eastern,Eastern,48,megawatthours
2022-10-25,CPLW,Duke Energy Progress West,SUN,Solar,Arizona,Arizona,0,megawatthours
2022-10-26,ISNE,ISO New England,SUN,Solar,Eastern,Eastern,695,megawatthours
2022-10-25,SWPP,Southwest Power Pool,SUN,Solar,Arizona,Arizona,1551,megawatthours
2022-10-26,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Eastern,Eastern,4136,megawatthours
2022-10-26,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Arizona,Arizona,1046,megawatthours
2022-10-26,TEPC,Tucson Electric Power,SUN,Solar,Arizona,Arizona,2978,megawatthours
2022-10-26,SEC,Seminole Electric Cooperative,SUN,Solar,Eastern,Eastern,9,megawatthours
2022-10-25,ISNE,ISO New England,SUN,Solar,Mountain,Mountain,1024,megawatthours
2022-10-26,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Eastern,Eastern,9186,megawatthours
2022-10-29,AZPS,Arizona Public Service Company,SUN,Solar,Central,Central,4002,megawatthours
2022-10-29,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Mountain,Mountain,3200,megawatthours
2022-10-29,BPAT,Bonneville Power Administration,SUN,Solar,Arizona,Arizona,828,megawatthours
2022-10-28,NWMT,NorthWestern Corporation,SUN,Solar,Pacific,Pacific,49,megawatthours
2022-10-28,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Central,Central,4965,megawatthours
2022-10-29,IID,Imperial Irrigation District,SUN,Solar,Arizona,Arizona,3867,megawatthours
2022-10-28,FPL,Florida Power & Light Co.,SUN,Solar,Central,Central,18978,megawatthours
2022-10-29,CISO,California Independent System Operator,SUN,Solar,Arizona,Arizona,94096,megawatthours
2022-10-29,IID,Imperial Irrigation District,SUN,Solar,Central,Central,3867,megawatthours
2022-10-29,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Arizona,Arizona,0,megawatthours
2022-10-29,SW,Southwest,SUN,Solar,Pacific,Pacific,15904,megawatthours
2022-10-29,CAL,California,SUN,Solar,Central,Central,106585,megawatthours
2022-10-28,CAR,Carolinas,SUN,Solar,Central,Central,17837,megawatthours
2022-10-23,FLA,Florida,SUN,Solar,Pacific,Pacific,49189,megawatthours
2022-10-23,MIDW,Midwest,SUN,Solar,Mountain,Mountain,13083,megawatthours
2022-10-24,PNM,Public Service Company of New Mexico,SUN,Solar,Central,Central,2516,megawatthours
2022-10-23,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Arizona,Arizona,6638,megawatthours
2022-10-23,TAL,City of Tallahassee,SUN,Solar,Mountain,Mountain,424,megawatthours
2022-10-24,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Central,Central,0,megawatthours
2022-10-24,PACW,PacifiCorp West,SUN,Solar,Central,Central,873,megawatthours
2022-10-23,DUK,Duke Energy Carolinas,SUN,Solar,Mountain,Mountain,6562,megawatthours
2022-10-23,CENT,Central,SUN,Solar,Mountain,Mountain,487,megawatthours
2022-10-23,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Pacific,Pacific,6638,megawatthours
2022-10-23,MIDA,Mid-Atlantic,SUN,Solar,Arizona,Arizona,9479,megawatthours
2022-10-24,PACW,PacifiCorp West,SUN,Solar,Pacific,Pacific,873,megawatthours
2022-10-24,SE,Southeast,SUN,Solar,Central,Central,9553,megawatthours
2022-10-24,CISO,California Independent System Operator,SUN,Solar,Eastern,Eastern,93734,megawatthours
2022-10-24,PNM,Public Service Company of New Mexico,SUN,Solar,Mountain,Mountain,2516,megawatthours
2022-10-23,FLA,Florida,SUN,Solar,Arizona,Arizona,49189,megawatthours
2022-10-23,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Mountain,Mountain,33951,megawatthours
2022-10-23,NW,Northwest,SUN,Solar,Arizona,Arizona,28984,megawatthours
2022-10-23,TEN,Tennessee,SUN,Solar,Arizona,Arizona,3943,megawatthours
2022-10-24,IPCO,Idaho Power Company,SUN,Solar,Central,Central,808,megawatthours
2022-10-24,NEVP,Nevada Power Company,SUN,Solar,Arizona,Arizona,15916,megawatthours
2022-10-23,ISNE,ISO New England,SUN,Solar,Pacific,Pacific,1093,megawatthours
2022-10-24,PSCO,Public Service Company of Colorado,SUN,Solar,Central,Central,3847,megawatthours
2022-10-23,SEC,Seminole Electric Cooperative,SUN,Solar,Pacific,Pacific,5,megawatthours
2022-10-24,IID,Imperial Irrigation District,SUN,Solar,Eastern,Eastern,4078,megawatthours
2022-10-24,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Central,Central,9553,megawatthours
2022-10-25,NYIS,New York Independent System Operator,SUN,Solar,Pacific,Pacific,0,megawatthours
2022-10-25,NY,New York,SUN,Solar,Pacific,Pacific,0,megawatthours
2022-10-26,EPE,El Paso Electric Company,SUN,Solar,Central,Central,815,megawatthours
2022-10-25,SC,South Carolina Public Service Authority,SUN,Solar,Pacific,Pacific,485,megawatthours
2022-10-26,CISO,California Independent System Operator,SUN,Solar,Central,Central,86569,megawatthours
2022-10-26,MIDA,Mid-Atlantic,SUN,Solar,Eastern,Eastern,6242,megawatthours
2022-10-25,SC,South Carolina Public Service Authority,SUN,Solar,Mountain,Mountain,485,megawatthours
2022-10-26,BANC,Balancing Authority of Northern California,SUN,Solar,Arizona,Arizona,1291,megawatthours
2022-10-26,IPCO,Idaho Power Company,SUN,Solar,Pacific,Pacific,1050,megawatthours
2022-10-26,BPAT,Bonneville Power Administration,SUN,Solar,Arizona,Arizona,544,megawatthours
2022-10-26,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Eastern,Eastern,0,megawatthours
2022-10-26,IID,Imperial Irrigation District,SUN,Solar,Mountain,Mountain,3794,megawatthours
2022-10-25,CENT,Central,SUN,Solar,Pacific,Pacific,1551,megawatthours
2022-10-26,PACW,PacifiCorp West,SUN,Solar,Mountain,Mountain,1629,megawatthours
2022-10-26,PACW,PacifiCorp West,SUN,Solar,Central,Central,1629,megawatthours
2022-10-25,PJM,"PJM Interconnection, LLC",SUN,Solar,Mountain,Mountain,7014,megawatthours
2022-10-29,SW,Southwest,SUN,Solar,Central,Central,15927,megawatthours
2022-10-29,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Eastern,Eastern,41,megawatthours
2022-10-28,CPLW,Duke Energy Progress West,SUN,Solar,Mountain,Mountain,0,megawatthours
2022-10-29,AVA,Avista Corporation,SUN,Solar,Mountain,Mountain,89,megawatthours
2022-10-28,JEA,JEA,SUN,Solar,Pacific,Pacific,38,megawatthours
2022-10-28,JEA,JEA,SUN,Solar,Mountain,Mountain,38,megawatthours
2022-10-29,SW,Southwest,SUN,Solar,Eastern,Eastern,15938,megawatthours
2022-10-29,PACW,PacifiCorp West,SUN,Solar,Eastern,Eastern,1642,megawatthours
2022-10-28,NYIS,New York Independent System Operator,SUN,Solar,Mountain,Mountain,0,megawatthours
2022-10-28,PJM,"PJM Interconnection, LLC",SUN,Solar,Pacific,Pacific,12452,megawatthours
2022-10-28,MIDA,Mid-Atlantic,SUN,Solar,Central,Central,12452,megawatthours
2022-10-29,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Mountain,Mountain,7445,megawatthours
2022-10-28,TEN,Tennessee,SUN,Solar,Pacific,Pacific,3676,megawatthours
2022-10-29,NWMT,NorthWestern Corporation,SUN,Solar,Mountain,Mountain,70,megawatthours
2022-10-28,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Arizona,Arizona,31218,megawatthours
2022-10-29,SW,Southwest,SUN,Solar,Mountain,Mountain,15919,megawatthours
2022-10-29,CAL,California,SUN,Solar,Mountain,Mountain,106585,megawatthours
2022-10-24,NW,Northwest,SUN,Solar,Central,Central,35675,megawatthours
2022-10-23,NYIS,New York Independent System Operator,SUN,Solar,Central,Central,0,megawatthours
2022-10-23,TAL,City of Tallahassee,SUN,Solar,Central,Central,424,megawatthours
2022-10-23,ISNE,ISO New England,SUN,Solar,Mountain,Mountain,1093,megawatthours
2022-10-24,IID,Imperial Irrigation District,SUN,Solar,Central,Central,4078,megawatthours
2022-10-23,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Mountain,Mountain,5651,megawatthours
2022-10-24,BANC,Balancing Authority of Northern California,SUN,Solar,Eastern,Eastern,1381,megawatthours
2022-10-23,PACE,PacifiCorp East,SUN,Solar,Pacific,Pacific,5095,megawatthours
2022-10-24,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Mountain,Mountain,3430,megawatthours
2022-10-23,TEN,Tennessee,SUN,Solar,Mountain,Mountain,3940,megawatthours
2022-10-24,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Central,Central,66,megawatthours
2022-10-23,TEC,Tampa Electric Company,SUN,Solar,Mountain,Mountain,4591,megawatthours
2022-10-24,NWMT,NorthWestern Corporation,SUN,Solar,Mountain,Mountain,70,megawatthours
2022-10-23,JEA,JEA,SUN,Solar,Arizona,Arizona,225,megawatthours
2022-10-24,PACE,PacifiCorp East,SUN,Solar,Eastern,Eastern,11877,megawatthours
2022-10-23,CAR,Carolinas,SUN,Solar,Arizona,Arizona,27807,megawatthours
2022-10-23,SC,South Carolina Public Service Authority,SUN,Solar,Mountain,Mountain,539,megawatthours
2022-10-24,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Pacific,Pacific,32,megawatthours
2022-10-23,CPLW,Duke Energy Progress West,SUN,Solar,Pacific,Pacific,0,megawatthours
2022-10-24,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Eastern,Eastern,956,megawatthours
2022-10-24,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Pacific,Pacific,1063,megawatthours
2022-10-23,SC,South Carolina Public Service Authority,SUN,Solar,Arizona,Arizona,539,megawatthours
2022-10-24,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Mountain,Mountain,1673,megawatthours
2022-10-24,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Pacific,Pacific,8079,megawatthours
2022-10-24,TEN,Tennessee,SUN,Solar,Eastern,Eastern,3631,megawatthours
2022-10-24,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Central,Central,8386,megawatthours
2022-10-24,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Central,Central,3430,megawatthours
2022-10-23,CAR,Carolinas,SUN,Solar,Central,Central,27810,megawatthours
2022-10-23,TVA,Tennessee Valley Authority,SUN,Solar,Pacific,Pacific,3943,megawatthours
2022-10-23,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Mountain,Mountain,9908,megawatthours
2022-10-24,NYIS,New York Independent System Operator,SUN,Solar,Eastern,Eastern,0,megawatthours
2022-10-26,IID,Imperial Irrigation District,SUN,Solar,Pacific,Pacific,3794,megawatthours
2022-10-26,PJM,"PJM Interconnection, LLC",SUN,Solar,Eastern,Eastern,6242,megawatthours
2022-10-26,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Central,Central,15,megawatthours
2022-10-26,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Central,Central,7233,megawatthours
2022-10-26,PACW,PacifiCorp West,SUN,Solar,Pacific,Pacific,1629,megawatthours
2022-10-25,MIDA,Mid-Atlantic,SUN,Solar,Central,Central,7013,megawatthours
2022-10-25,PACE,PacifiCorp East,SUN,Solar,Pacific,Pacific,7853,megawatthours
2022-10-26,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Pacific,Pacific,48,megawatthours
2022-10-25,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Pacific,Pacific,7937,megawatthours
2022-10-25,FMPP,Florida Municipal Power Pool,SUN,Solar,Pacific,Pacific,807,megawatthours
2022-10-26,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Central,Central,1046,megawatthours
2022-10-25,FMPP,Florida Municipal Power Pool,SUN,Solar,Arizona,Arizona,807,megawatthours
2022-10-25,DUK,Duke Energy Carolinas,SUN,Solar,Arizona,Arizona,5958,megawatthours
2022-10-26,CENT,Central,SUN,Solar,Central,Central,1213,megawatthours
2022-10-28,SEC,Seminole Electric Cooperative,SUN,Solar,Mountain,Mountain,10,megawatthours
2022-10-29,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Pacific,Pacific,41,megawatthours
2022-10-28,JEA,JEA,SUN,Solar,Arizona,Arizona,38,megawatthours
2022-10-29,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Mountain,Mountain,1591,megawatthours
2022-10-29,ISNE,ISO New England,SUN,Solar,Eastern,Eastern,3108,megawatthours
2022-10-29,NEVP,Nevada Power Company,SUN,Solar,Eastern,Eastern,14954,megawatthours
2022-10-29,CISO,California Independent System Operator,SUN,Solar,Central,Central,94096,megawatthours
2022-10-28,FLA,Florida,SUN,Solar,Pacific,Pacific,27017,megawatthours
2022-10-29,AZPS,Arizona Public Service Company,SUN,Solar,Arizona,Arizona,3980,megawatthours
2022-10-29,PNM,Public Service Company of New Mexico,SUN,Solar,Central,Central,3370,megawatthours
2022-10-28,NY,New York,SUN,Solar,Central,Central,0,megawatthours
2022-10-29,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Eastern,Eastern,1146,megawatthours
2022-10-29,CISO,California Independent System Operator,SUN,Solar,Eastern,Eastern,94096,megawatthours
2022-10-24,CISO,California Independent System Operator,SUN,Solar,Central,Central,93739,megawatthours
2022-10-24,TEN,Tennessee,SUN,Solar,Central,Central,3628,megawatthours
2022-10-24,SW,Southwest,SUN,Solar,Pacific,Pacific,16199,megawatthours
2022-10-23,ISNE,ISO New England,SUN,Solar,Arizona,Arizona,1093,megawatthours
2022-10-23,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Arizona,Arizona,33951,megawatthours
2022-10-24,BANC,Balancing Authority of Northern California,SUN,Solar,Central,Central,1381,megawatthours
2022-10-23,FPL,Florida Power & Light Co.,SUN,Solar,Central,Central,36963,megawatthours
2022-10-24,SW,Southwest,SUN,Solar,Mountain,Mountain,16219,megawatthours
2022-10-24,EPE,El Paso Electric Company,SUN,Solar,Pacific,Pacific,651,megawatthours
2022-10-24,NY,New York,SUN,Solar,Eastern,Eastern,0,megawatthours
2022-10-23,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,Central,Central,6638,megawatthours
2022-10-24,BPAT,Bonneville Power Administration,SUN,Solar,Mountain,Mountain,276,megawatthours
2022-10-23,US48,United States Lower 48,SUN,Solar,Central,Central,286827,megawatthours
2022-10-24,AVA,Avista Corporation,SUN,Solar,Central,Central,41,megawatthours
2022-10-23,NWMT,NorthWestern Corporation,SUN,Solar,Arizona,Arizona,6,megawatthours
2022-10-24,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Mountain,Mountain,32,megawatthours
2022-10-23,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Central,Central,33951,megawatthours
2022-10-24,FMPP,Florida Municipal Power Pool,SUN,Solar,Eastern,Eastern,1195,megawatthours
2022-10-23,FMPP,Florida Municipal Power Pool,SUN,Solar,Mountain,Mountain,1329,megawatthours
2022-10-24,TEPC,Tucson Electric Power,SUN,Solar,Mountain,Mountain,3139,megawatthours
2022-10-24,TVA,Tennessee Valley Authority,SUN,Solar,Eastern,Eastern,3631,megawatthours
2022-10-24,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Mountain,Mountain,0,megawatthours
2022-10-24,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Pacific,Pacific,0,megawatthours
2022-10-23,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Pacific,Pacific,5651,megawatthours
2022-10-24,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Eastern,Eastern,8079,megawatthours
2022-10-24,PJM,"PJM Interconnection, LLC",SUN,Solar,Eastern,Eastern,14233,megawatthours
2022-10-24,AZPS,Arizona Public Service Company,SUN,Solar,Central,Central,4831,megawatthours
2022-10-24,AZPS,Arizona Public Service Company,SUN,Solar,Eastern,Eastern,4855,megawatthours
2022-10-24,DUK,Duke Energy Carolinas,SUN,Solar,Eastern,Eastern,5929,megawatthours
2022-10-25,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Pacific,Pacific,5767,megawatthours
2022-10-26,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Central,Central,3250,megawatthours
2022-10-26,CENT,Central,SUN,Solar,Eastern,Eastern,1213,megawatthours
2022-10-26,SW,Southwest,SUN,Solar,Eastern,Eastern,16761,megawatthours
2022-10-25,CPLE,Duke Energy Progress East,SUN,Solar,Central,Central,11703,megawatthours
2022-10-26,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Eastern,Eastern,14252,megawatthours
2022-10-26,BANC,Balancing Authority of Northern California,SUN,Solar,Mountain,Mountain,1291,megawatthours
2022-10-26,FMPP,Florida Municipal Power Pool,SUN,Solar,Eastern,Eastern,1202,megawatthours
2022-10-29,NWMT,NorthWestern Corporation,SUN,Solar,Eastern,Eastern,70,megawatthours
2022-10-28,MIDA,Mid-Atlantic,SUN,Solar,Arizona,Arizona,12452,megawatthours
2022-10-29,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Arizona,Arizona,952,megawatthours
2022-10-28,SE,Southeast,SUN,Solar,Mountain,Mountain,7717,megawatthours
2022-10-29,CENT,Central,SUN,Solar,Eastern,Eastern,1466,megawatthours
2022-10-29,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Central,Central,64524,megawatthours
2022-10-28,NY,New York,SUN,Solar,Mountain,Mountain,0,megawatthours
2022-10-29,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Pacific,Pacific,7445,megawatthours
2022-10-28,SE,Southeast,SUN,Solar,Arizona,Arizona,7718,megawatthours
2022-10-28,PACE,PacifiCorp East,SUN,Solar,Arizona,Arizona,12049,megawatthours
2022-10-29,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Central,Central,12424,megawatthours
2022-10-28,FMPP,Florida Municipal Power Pool,SUN,Solar,Central,Central,616,megawatthours
2022-10-29,AVRN,"Avangrid Renewables, LLC",SUN,Solar,Pacific,Pacific,0,megawatthours
2022-10-29,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Central,Central,1146,megawatthours
2022-10-29,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,Arizona,Arizona,1146,megawatthours
2022-10-28,PJM,"PJM Interconnection, LLC",SUN,Solar,Central,Central,12452,megawatthours
2022-10-24,PACE,PacifiCorp East,SUN,Solar,Mountain,Mountain,11877,megawatthours
2022-10-24,MIDA,Mid-Atlantic,SUN,Solar,Eastern,Eastern,14233,megawatthours
2022-10-24,GRID,"Gridforce Energy Management, LLC",SUN,Solar,Mountain,Mountain,1063,megawatthours
2022-10-24,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Eastern,Eastern,43676,megawatthours
2022-10-24,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Central,Central,32,megawatthours
2022-10-23,NYIS,New York Independent System Operator,SUN,Solar,Pacific,Pacific,0,megawatthours
2022-10-24,AVA,Avista Corporation,SUN,Solar,Mountain,Mountain,41,megawatthours
2022-10-23,TEN,Tennessee,SUN,Solar,Pacific,Pacific,3943,megawatthours
2022-10-23,JEA,JEA,SUN,Solar,Pacific,Pacific,225,megawatthours
2022-10-24,SW,Southwest,SUN,Solar,Eastern,Eastern,16296,megawatthours
2022-10-24,IPCO,Idaho Power Company,SUN,Solar,Pacific,Pacific,808,megawatthours
2022-10-23,FMPP,Florida Municipal Power Pool,SUN,Solar,Pacific,Pacific,1329,megawatthours
2022-10-24,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,Eastern,Eastern,1705,megawatthours
2022-10-23,NE,New England,SUN,Solar,Arizona,Arizona,1093,megawatthours
2022-10-24,SC,South Carolina Public Service Authority,SUN,Solar,Eastern,Eastern,399,megawatthours
2022-10-24,NW,Northwest,SUN,Solar,Eastern,Eastern,35635,megawatthours
2022-10-24,PACW,PacifiCorp West,SUN,Solar,Arizona,Arizona,873,megawatthours
2022-10-23,TVA,Tennessee Valley Authority,SUN,Solar,Mountain,Mountain,3940,megawatthours
2022-10-24,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,Eastern,Eastern,32,megawatthours
2022-10-24,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Eastern,Eastern,9552,megawatthours
2022-10-23,SE,Southeast,SUN,Solar,Arizona,Arizona,9908,megawatthours
2022-10-29,SWPP,Southwest Power Pool,SUN,Solar,Eastern,Eastern,1466,megawatthours
2022-10-28,TVA,Tennessee Valley Authority,SUN,Solar,Mountain,Mountain,3673,megawatthours
2022-10-28,NY,New York,SUN,Solar,Arizona,Arizona,0,megawatthours
2022-10-29,NEVP,Nevada Power Company,SUN,Solar,Pacific,Pacific,14919,megawatthours
2022-10-28,US48,United States Lower 48,SUN,Solar,Mountain,Mountain,274271,megawatthours
2022-10-29,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Central,Central,7445,megawatthours
2022-10-28,CPLE,Duke Energy Progress East,SUN,Solar,Arizona,Arizona,7703,megawatthours
2022-10-28,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Pacific,Pacific,14799,megawatthours
2022-10-28,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Arizona,Arizona,64,megawatthours
2022-10-29,PACW,PacifiCorp West,SUN,Solar,Pacific,Pacific,1642,megawatthours
2022-10-29,MIDW,Midwest,SUN,Solar,Eastern,Eastern,12484,megawatthours
2022-10-29,TEPC,Tucson Electric Power,SUN,Solar,Central,Central,2957,megawatthours
2022-10-29,NEVP,Nevada Power Company,SUN,Solar,Mountain,Mountain,14937,megawatthours
2022-10-28,FLA,Florida,SUN,Solar,Central,Central,26917,megawatthours
2022-10-28,FPC,"Duke Energy Florida, Inc.",SUN,Solar,Central,Central,3255,megawatthours
2022-10-28,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,Pacific,Pacific,64,megawatthours
2022-10-24,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,Eastern,Eastern,3430,megawatthours
2022-10-24,CISO,California Independent System Operator,SUN,Solar,Mountain,Mountain,93744,megawatthours
2022-10-24,EPE,El Paso Electric Company,SUN,Solar,Central,Central,651,megawatthours
2022-10-24,LDWP,Los Angeles Department of Water and Power,SUN,Solar,Mountain,Mountain,8079,megawatthours
2022-10-23,SC,South Carolina Public Service Authority,SUN,Solar,Pacific,Pacific,539,megawatthours
2022-10-24,CPLE,Duke Energy Progress East,SUN,Solar,Eastern,Eastern,15491,megawatthours
2022-10-23,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,Arizona,Arizona,9908,megawatthours
2022-10-23,SEC,Seminole Electric Cooperative,SUN,Solar,Central,Central,5,megawatthours
