Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,period
2019,1,1,0,30,0,0,0,1.1,6.9,173.16,1/1/2019 0:00:00
2019,1,1,1,30,0,0,0,1.2000000000000002,6.4,163.94,1/1/2019 1:00:00
2019,1,1,2,30,0,0,0,1.3,6.300000000000001,151.27,1/1/2019 2:00:00
2019,1,1,3,30,0,0,0,1.4,6.5,138.27,1/1/2019 3:00:00
2019,1,1,4,30,0,0,0,1.7000000000000002,6.7,125.31,1/1/2019 4:00:00
2019,1,1,5,30,0,0,0,2.0,7.0,112.56,1/1/2019 5:00:00
2019,1,1,6,30,0,0,0,2.2,7.300000000000001,100.15,1/1/2019 6:00:00
2019,1,1,7,30,21,17,119,2.5,8.1,87.98,1/1/2019 7:00:00
2019,1,1,8,30,150,73,346,2.8000000000000003,9.9,77.17,1/1/2019 8:00:00
2019,1,1,9,30,303,121,473,3.1,12.4,67.41,1/1/2019 9:00:00
2019,1,1,10,30,454,136,626,3.4000000000000004,14.7,59.52,1/1/2019 10:00:00
2019,1,1,11,30,441,237,350,3.3000000000000003,16.2,54.35,1/1/2019 11:00:00
2019,1,1,12,30,554,175,626,3.0,16.8,52.73,1/1/2019 12:00:00
2019,1,1,13,30,379,258,211,2.8000000000000003,16.8,54.97,1/1/2019 13:00:00
2019,1,1,14,30,259,210,100,2.6,16.5,60.65,1/1/2019 14:00:00
2019,1,1,15,30,154,132,61,2.1,15.6,68.9,1/1/2019 15:00:00
2019,1,1,16,30,35,35,0,1.7000000000000002,14.3,78.9,1/1/2019 16:00:00
2019,1,1,17,30,4,4,11,1.6,13.5,89.67,1/1/2019 17:00:00
2019,1,1,18,30,0,0,0,1.9,12.9,102.15,1/1/2019 18:00:00
2019,1,1,19,30,0,0,0,2.0,12.5,114.62,1/1/2019 19:00:00
2019,1,1,20,30,0,0,0,2.1,12.2,127.42,1/1/2019 20:00:00
2019,1,1,21,30,0,0,0,2.2,11.9,140.4,1/1/2019 21:00:00
2019,1,1,22,30,0,0,0,2.3000000000000003,11.6,153.38,1/1/2019 22:00:00
2019,1,1,23,30,0,0,0,2.4000000000000004,11.4,165.88,1/1/2019 23:00:00
2019,1,2,0,30,0,0,0,2.6,11.2,173.09,1/2/2019 0:00:00
2019,1,2,1,30,0,0,0,2.7,11.2,164.0,1/2/2019 1:00:00
2019,1,2,2,30,0,0,0,2.7,11.1,151.34,1/2/2019 2:00:00
2019,1,2,3,30,0,0,0,2.5,11.0,138.34,1/2/2019 3:00:00
2019,1,2,4,30,0,0,0,2.6,10.8,125.38,1/2/2019 4:00:00
2019,1,2,5,30,0,0,0,2.8000000000000003,10.6,112.62,1/2/2019 5:00:00
2019,1,2,6,30,0,0,0,2.9000000000000004,10.5,100.21,1/2/2019 6:00:00
2019,1,2,7,30,2,2,0,3.0,10.5,88.02,1/2/2019 7:00:00
2019,1,2,8,30,8,8,0,3.1,10.8,77.2,1/2/2019 8:00:00
2019,1,2,9,30,19,19,0,3.1,11.1,67.42,1/2/2019 9:00:00
2019,1,2,10,30,33,33,0,3.0,11.4,59.49,1/2/2019 10:00:00
2019,1,2,11,30,34,34,0,2.9000000000000004,11.5,54.29,1/2/2019 11:00:00
2019,1,2,12,30,78,78,0,2.9000000000000004,11.5,52.64,1/2/2019 12:00:00
2019,1,2,13,30,99,99,0,2.7,11.4,54.86,1/2/2019 13:00:00
2019,1,2,14,30,83,83,0,2.8000000000000003,11.3,60.52,1/2/2019 14:00:00
2019,1,2,15,30,49,49,0,3.0,11.0,68.76,1/2/2019 15:00:00
2019,1,2,16,30,19,19,0,3.0,10.7,78.76,1/2/2019 16:00:00
2019,1,2,17,30,3,3,8,2.9000000000000004,10.5,89.55,1/2/2019 17:00:00
2019,1,2,18,30,0,0,0,3.4000000000000004,10.0,102.01,1/2/2019 18:00:00
2019,1,2,19,30,0,0,0,3.8,9.6,114.49,1/2/2019 19:00:00
2019,1,2,20,30,0,0,0,3.9,9.4,127.29,1/2/2019 20:00:00
2019,1,2,21,30,0,0,0,3.7,9.4,140.26,1/2/2019 21:00:00
2019,1,2,22,30,0,0,0,3.1,9.5,153.24,1/2/2019 22:00:00
2019,1,2,23,30,0,0,0,2.6,9.7,165.74,1/2/2019 23:00:00
2019,1,3,0,30,0,0,0,2.5,9.9,173.02,1/3/2019 0:00:00
2019,1,3,1,30,0,0,0,2.5,10.1,164.05,1/3/2019 1:00:00
2019,1,3,2,30,0,0,0,2.7,10.1,151.41,1/3/2019 2:00:00
2019,1,3,3,30,0,0,0,2.6,10.0,138.41,1/3/2019 3:00:00
2019,1,3,4,30,0,0,0,2.5,9.9,125.45,1/3/2019 4:00:00
2019,1,3,5,30,0,0,0,2.9000000000000004,9.5,112.68,1/3/2019 5:00:00
2019,1,3,6,30,0,0,0,3.5,9.0,100.26,1/3/2019 6:00:00
2019,1,3,7,30,2,2,0,3.9,8.3,88.06,1/3/2019 7:00:00
2019,1,3,8,30,9,9,0,4.2,7.9,77.22,1/3/2019 8:00:00
2019,1,3,9,30,21,21,0,4.4,7.7,67.41,1/3/2019 9:00:00
2019,1,3,10,30,75,75,0,4.4,7.800000000000001,59.46,1/3/2019 10:00:00
2019,1,3,11,30,91,91,0,4.5,8.5,54.23,1/3/2019 11:00:00
2019,1,3,12,30,255,234,34,4.6000000000000005,9.5,52.54,1/3/2019 12:00:00
2019,1,3,13,30,216,203,22,4.6000000000000005,10.4,54.73,1/3/2019 13:00:00
2019,1,3,14,30,232,202,60,4.5,10.8,60.38,1/3/2019 14:00:00
2019,1,3,15,30,139,129,27,4.1000000000000005,10.2,68.62,1/3/2019 15:00:00
2019,1,3,16,30,29,29,0,3.3000000000000003,8.6,78.61,1/3/2019 16:00:00
2019,1,3,17,30,2,2,6,2.7,7.6,89.43,1/3/2019 17:00:00
2019,1,3,18,30,0,0,0,2.2,5.800000000000001,101.88,1/3/2019 18:00:00
2019,1,3,19,30,0,0,0,1.9,4.9,114.35,1/3/2019 19:00:00
2019,1,3,20,30,0,0,0,1.6,4.1000000000000005,127.15,1/3/2019 20:00:00
2019,1,3,21,30,0,0,0,1.4,3.6,140.13,1/3/2019 21:00:00
2019,1,3,22,30,0,0,0,1.2000000000000002,3.2,153.11,1/3/2019 22:00:00
2019,1,3,23,30,0,0,0,1.2000000000000002,2.8000000000000003,165.6,1/3/2019 23:00:00
2019,1,4,0,30,0,0,0,1.2000000000000002,2.3000000000000003,172.93,1/4/2019 0:00:00
2019,1,4,1,30,0,0,0,1.3,2.1,164.09,1/4/2019 1:00:00
2019,1,4,2,30,0,0,0,1.5,2.2,151.47,1/4/2019 2:00:00
2019,1,4,3,30,0,0,0,1.7000000000000002,2.5,138.48,1/4/2019 3:00:00
2019,1,4,4,30,0,0,0,2.1,3.0,125.51,1/4/2019 4:00:00
2019,1,4,5,30,0,0,0,2.5,3.4000000000000004,112.74,1/4/2019 5:00:00
2019,1,4,6,30,0,0,0,2.6,3.7,100.3,1/4/2019 6:00:00
2019,1,4,7,30,25,18,200,2.7,4.4,88.08,1/4/2019 7:00:00
2019,1,4,8,30,198,47,682,2.7,6.2,77.23,1/4/2019 8:00:00
2019,1,4,9,30,384,58,848,3.0,8.9,67.4,1/4/2019 9:00:00
2019,1,4,10,30,533,64,923,3.3000000000000003,11.3,59.43,1/4/2019 10:00:00
2019,1,4,11,30,626,70,950,3.5,12.9,54.16,1/4/2019 11:00:00
2019,1,4,12,30,656,73,956,3.5,14.1,52.44,1/4/2019 12:00:00
2019,1,4,13,30,618,71,944,3.4000000000000004,14.9,54.6,1/4/2019 13:00:00
2019,1,4,14,30,517,69,902,3.1,15.1,60.24,1/4/2019 14:00:00
2019,1,4,15,30,363,63,817,2.2,14.5,68.47,1/4/2019 15:00:00
2019,1,4,16,30,174,46,641,1.4,12.5,78.47,1/4/2019 16:00:00
2019,1,4,17,30,13,12,117,1.2000000000000002,11.0,89.31,1/4/2019 17:00:00
2019,1,4,18,30,0,0,0,1.1,10.7,101.73,1/4/2019 18:00:00
2019,1,4,19,30,0,0,0,1.1,10.3,114.21,1/4/2019 19:00:00
2019,1,4,20,30,0,0,0,1.3,9.4,127.02,1/4/2019 20:00:00
2019,1,4,21,30,0,0,0,1.3,8.4,140.0,1/4/2019 21:00:00
2019,1,4,22,30,0,0,0,1.3,7.800000000000001,152.97,1/4/2019 22:00:00
2019,1,4,23,30,0,0,0,1.3,7.4,165.45000000000002,1/4/2019 23:00:00
2019,1,5,0,30,0,0,0,1.3,7.2,172.84,1/5/2019 0:00:00
2019,1,5,1,30,0,0,0,1.2000000000000002,7.1000000000000005,164.13,1/5/2019 1:00:00
2019,1,5,2,30,0,0,0,1.1,7.0,151.53,1/5/2019 2:00:00
2019,1,5,3,30,0,0,0,1.0,6.9,138.54,1/5/2019 3:00:00
2019,1,5,4,30,0,0,0,1.0,6.800000000000001,125.57,1/5/2019 4:00:00
2019,1,5,5,30,0,0,0,0.9,6.4,112.79,1/5/2019 5:00:00
2019,1,5,6,30,0,0,0,1.0,6.1000000000000005,100.34,1/5/2019 6:00:00
2019,1,5,7,30,24,17,206,1.1,7.2,88.11,1/5/2019 7:00:00
2019,1,5,8,30,202,48,695,1.2000000000000002,9.7,77.24,1/5/2019 8:00:00
2019,1,5,9,30,392,63,857,1.1,12.4,67.39,1/5/2019 9:00:00
2019,1,5,10,30,546,72,931,1.4,15.5,59.38,1/5/2019 10:00:00
2019,1,5,11,30,642,76,965,1.8,17.8,54.08,1/5/2019 11:00:00
2019,1,5,12,30,673,79,972,1.9,18.9,52.32,1/5/2019 12:00:00
2019,1,5,13,30,634,78,957,1.8,19.4,54.47,1/5/2019 13:00:00
2019,1,5,14,30,531,73,919,1.6,19.200000000000003,60.09,1/5/2019 14:00:00
2019,1,5,15,30,374,64,840,1.2000000000000002,17.900000000000002,68.32000000000001,1/5/2019 15:00:00
2019,1,5,16,30,181,47,662,1.0,15.0,78.32000000000001,1/5/2019 16:00:00
2019,1,5,17,30,14,12,125,1.2000000000000002,13.1,89.18,1/5/2019 17:00:00
2019,1,5,18,30,0,0,0,1.3,10.8,101.59,1/5/2019 18:00:00
2019,1,5,19,30,0,0,0,1.4,9.9,114.07,1/5/2019 19:00:00
2019,1,5,20,30,0,0,0,1.4,9.2,126.88,1/5/2019 20:00:00
2019,1,5,21,30,0,0,0,1.3,8.700000000000001,139.86,1/5/2019 21:00:00
2019,1,5,22,30,0,0,0,1.3,8.3,152.84,1/5/2019 22:00:00
2019,1,5,23,30,0,0,0,1.3,8.0,165.31,1/5/2019 23:00:00
2019,1,6,0,30,0,0,0,1.2000000000000002,7.800000000000001,172.73,1/6/2019 0:00:00
2019,1,6,1,30,0,0,0,1.2000000000000002,7.800000000000001,164.16,1/6/2019 1:00:00
2019,1,6,2,30,0,0,0,1.2000000000000002,7.9,151.58,1/6/2019 2:00:00
2019,1,6,3,30,0,0,0,1.2000000000000002,7.9,138.59,1/6/2019 3:00:00
2019,1,6,4,30,0,0,0,1.3,7.800000000000001,125.62,1/6/2019 4:00:00
2019,1,6,5,30,0,0,0,1.3,7.800000000000001,112.83,1/6/2019 5:00:00
2019,1,6,6,30,0,0,0,1.3,8.200000000000001,100.38,1/6/2019 6:00:00
2019,1,6,7,30,22,16,183,1.5,10.8,88.13,1/6/2019 7:00:00
2019,1,6,8,30,197,48,674,2.2,14.7,77.25,1/6/2019 8:00:00
2019,1,6,9,30,361,75,742,2.9000000000000004,17.3,67.37,1/6/2019 9:00:00
2019,1,6,10,30,523,79,871,3.2,19.1,59.33,1/6/2019 10:00:00
2019,1,6,11,30,601,101,850,3.4000000000000004,20.1,53.99,1/6/2019 11:00:00
2019,1,6,12,30,459,241,355,3.5,20.6,52.2,1/6/2019 12:00:00
2019,1,6,13,30,499,202,510,3.5,20.5,54.32,1/6/2019 13:00:00
2019,1,6,14,30,304,211,185,3.2,19.9,59.93,1/6/2019 14:00:00
2019,1,6,15,30,163,137,70,2.7,18.7,68.16,1/6/2019 15:00:00
2019,1,6,16,30,154,47,523,2.2,17.1,78.17,1/6/2019 16:00:00
2019,1,6,17,30,13,11,99,2.0,16.3,89.05,1/6/2019 17:00:00
2019,1,6,18,30,0,0,0,2.3000000000000003,15.4,101.44,1/6/2019 18:00:00
2019,1,6,19,30,0,0,0,2.3000000000000003,15.0,113.93,1/6/2019 19:00:00
2019,1,6,20,30,0,0,0,2.3000000000000003,14.6,126.74,1/6/2019 20:00:00
2019,1,6,21,30,0,0,0,2.3000000000000003,14.1,139.72,1/6/2019 21:00:00
2019,1,6,22,30,0,0,0,2.4000000000000004,13.9,152.70000000000002,1/6/2019 22:00:00
2019,1,6,23,30,0,0,0,2.5,14.0,165.15,1/6/2019 23:00:00
2019,1,7,0,30,0,0,0,2.7,14.1,172.62,1/7/2019 0:00:00
2019,1,7,1,30,0,0,0,2.8000000000000003,14.3,164.18,1/7/2019 1:00:00
2019,1,7,2,30,0,0,0,2.6,14.3,151.63,1/7/2019 2:00:00
2019,1,7,3,30,0,0,0,2.0,13.8,138.65,1/7/2019 3:00:00
2019,1,7,4,30,0,0,0,1.4,13.2,125.67,1/7/2019 4:00:00
2019,1,7,5,30,0,0,0,1.2000000000000002,13.0,112.88,1/7/2019 5:00:00
2019,1,7,6,30,0,0,0,1.1,13.4,100.41,1/7/2019 6:00:00
2019,1,7,7,30,12,11,16,1.6,15.1,88.15,1/7/2019 7:00:00
2019,1,7,8,30,103,79,108,2.2,17.3,77.24,1/7/2019 8:00:00
2019,1,7,9,30,86,85,2,2.6,18.7,67.34,1/7/2019 9:00:00
2019,1,7,10,30,188,178,19,2.9000000000000004,20.0,59.27,1/7/2019 10:00:00
2019,1,7,11,30,179,173,11,3.2,20.9,53.9,1/7/2019 11:00:00
2019,1,7,12,30,371,278,151,3.4000000000000004,21.6,52.08,1/7/2019 12:00:00
2019,1,7,13,30,469,217,431,3.3000000000000003,21.8,54.17,1/7/2019 13:00:00
2019,1,7,14,30,297,197,198,3.0,21.6,59.77,1/7/2019 14:00:00
2019,1,7,15,30,100,98,5,2.5,20.9,68.0,1/7/2019 15:00:00
2019,1,7,16,30,44,44,0,2.0,19.6,78.01,1/7/2019 16:00:00
2019,1,7,17,30,6,6,5,1.8,18.8,88.92,1/7/2019 17:00:00
2019,1,7,18,30,0,0,0,2.2,17.900000000000002,101.3,1/7/2019 18:00:00
2019,1,7,19,30,0,0,0,2.3000000000000003,17.400000000000002,113.79,1/7/2019 19:00:00
2019,1,7,20,30,0,0,0,2.2,16.900000000000002,126.6,1/7/2019 20:00:00
2019,1,7,21,30,0,0,0,1.9,16.400000000000002,139.59,1/7/2019 21:00:00
2019,1,7,22,30,0,0,0,1.7000000000000002,15.9,152.56,1/7/2019 22:00:00
2019,1,7,23,30,0,0,0,1.6,15.5,165.0,1/7/2019 23:00:00
2019,1,8,0,30,0,0,0,1.6,15.2,172.5,1/8/2019 0:00:00
2019,1,8,1,30,0,0,0,1.4,14.8,164.20000000000002,1/8/2019 1:00:00
2019,1,8,2,30,0,0,0,1.3,14.4,151.68,1/8/2019 2:00:00
2019,1,8,3,30,0,0,0,1.2000000000000002,14.2,138.70000000000002,1/8/2019 3:00:00
2019,1,8,4,30,0,0,0,1.1,14.2,125.72,1/8/2019 4:00:00
2019,1,8,5,30,0,0,0,1.0,14.1,112.91,1/8/2019 5:00:00
2019,1,8,6,30,0,0,0,1.0,14.1,100.44,1/8/2019 6:00:00
2019,1,8,7,30,12,11,20,1.3,15.6,88.16,1/8/2019 7:00:00
2019,1,8,8,30,153,74,357,1.7000000000000002,18.0,77.24,1/8/2019 8:00:00
2019,1,8,9,30,361,88,708,1.8,20.200000000000003,67.31,1/8/2019 9:00:00
2019,1,8,10,30,448,150,582,1.7000000000000002,22.1,59.21,1/8/2019 10:00:00
2019,1,8,11,30,505,203,511,1.6,23.0,53.8,1/8/2019 11:00:00
2019,1,8,12,30,466,266,325,1.5,23.4,51.94,1/8/2019 12:00:00
2019,1,8,13,30,437,231,350,1.3,23.4,54.02,1/8/2019 13:00:00
2019,1,8,14,30,387,200,370,1.1,23.1,59.61,1/8/2019 14:00:00
2019,1,8,15,30,267,141,334,0.9,22.4,67.84,1/8/2019 15:00:00
2019,1,8,16,30,100,81,92,0.7000000000000001,20.8,77.85000000000001,1/8/2019 16:00:00
2019,1,8,17,30,10,10,11,0.7000000000000001,19.8,88.78,1/8/2019 17:00:00
2019,1,8,18,30,0,0,0,1.0,17.900000000000002,101.15,1/8/2019 18:00:00
2019,1,8,19,30,0,0,0,1.2000000000000002,16.7,113.65,1/8/2019 19:00:00
2019,1,8,20,30,0,0,0,1.4,15.5,126.46,1/8/2019 20:00:00
2019,1,8,21,30,0,0,0,1.5,14.6,139.45000000000002,1/8/2019 21:00:00
2019,1,8,22,30,0,0,0,1.6,13.9,152.41,1/8/2019 22:00:00
2019,1,8,23,30,0,0,0,1.7000000000000002,13.4,164.84,1/8/2019 23:00:00
2019,1,9,0,30,0,0,0,2.0,13.0,172.36,1/9/2019 0:00:00
2019,1,9,1,30,0,0,0,2.2,12.7,164.21,1/9/2019 1:00:00
2019,1,9,2,30,0,0,0,2.5,12.5,151.72,1/9/2019 2:00:00
2019,1,9,3,30,0,0,0,2.8000000000000003,12.2,138.74,1/9/2019 3:00:00
2019,1,9,4,30,0,0,0,3.0,11.7,125.76,1/9/2019 4:00:00
2019,1,9,5,30,0,0,0,3.1,11.1,112.94,1/9/2019 5:00:00
2019,1,9,6,30,0,0,0,3.1,10.6,100.46,1/9/2019 6:00:00
2019,1,9,7,30,18,15,107,3.5,11.1,88.16,1/9/2019 7:00:00
2019,1,9,8,30,175,63,508,4.2,12.5,77.22,1/9/2019 8:00:00
2019,1,9,9,30,305,120,479,4.3,13.9,67.27,1/9/2019 9:00:00
2019,1,9,10,30,522,82,858,4.0,14.9,59.13,1/9/2019 10:00:00
2019,1,9,11,30,623,81,916,3.6,15.7,53.69,1/9/2019 11:00:00
2019,1,9,12,30,652,87,914,3.2,16.2,51.8,1/9/2019 12:00:00
2019,1,9,13,30,624,78,926,3.0,16.400000000000002,53.86,1/9/2019 13:00:00
2019,1,9,14,30,525,73,889,2.8000000000000003,16.1,59.44,1/9/2019 14:00:00
2019,1,9,15,30,373,66,809,2.3000000000000003,15.2,67.67,1/9/2019 15:00:00
2019,1,9,16,30,185,49,639,1.7000000000000002,13.0,77.68,1/9/2019 16:00:00
2019,1,9,17,30,18,14,154,1.4,11.4,88.63,1/9/2019 17:00:00
2019,1,9,18,30,0,0,0,1.6,9.8,100.99,1/9/2019 18:00:00
2019,1,9,19,30,0,0,0,1.6,9.0,113.5,1/9/2019 19:00:00
2019,1,9,20,30,0,0,0,1.5,8.200000000000001,126.32,1/9/2019 20:00:00
2019,1,9,21,30,0,0,0,1.5,7.6,139.31,1/9/2019 21:00:00
2019,1,9,22,30,0,0,0,1.4,7.2,152.27,1/9/2019 22:00:00
2019,1,9,23,30,0,0,0,1.3,6.7,164.69,1/9/2019 23:00:00
2019,1,10,0,30,0,0,0,1.3,6.1000000000000005,172.22,1/10/2019 0:00:00
2019,1,10,1,30,0,0,0,1.3,5.6000000000000005,164.22,1/10/2019 1:00:00
2019,1,10,2,30,0,0,0,1.3,5.2,151.75,1/10/2019 2:00:00
2019,1,10,3,30,0,0,0,1.3,4.9,138.78,1/10/2019 3:00:00
2019,1,10,4,30,0,0,0,1.4,4.6000000000000005,125.79,1/10/2019 4:00:00
2019,1,10,5,30,0,0,0,1.4,4.3,112.97,1/10/2019 5:00:00
2019,1,10,6,30,0,0,0,1.5,4.4,100.47,1/10/2019 6:00:00
2019,1,10,7,30,22,17,166,1.9,6.1000000000000005,88.16,1/10/2019 7:00:00
2019,1,10,8,30,193,52,638,2.1,8.6,77.2,1/10/2019 8:00:00
2019,1,10,9,30,376,69,792,2.2,11.3,67.22,1/10/2019 9:00:00
2019,1,10,10,30,407,175,451,2.4000000000000004,13.5,59.05,1/10/2019 10:00:00
2019,1,10,11,30,615,88,888,2.1,14.6,53.57,1/10/2019 11:00:00
2019,1,10,12,30,476,261,347,1.8,15.3,51.66,1/10/2019 12:00:00
2019,1,10,13,30,149,147,4,1.6,15.7,53.69,1/10/2019 13:00:00
2019,1,10,14,30,307,198,213,1.5,15.6,59.26,1/10/2019 14:00:00
2019,1,10,15,30,100,93,18,1.3,14.7,67.5,1/10/2019 15:00:00
2019,1,10,16,30,151,70,377,1.1,13.1,77.52,1/10/2019 16:00:00
2019,1,10,17,30,18,15,128,1.1,12.1,88.48,1/10/2019 17:00:00
2019,1,10,18,30,0,0,0,1.2000000000000002,10.4,100.84,1/10/2019 18:00:00
2019,1,10,19,30,0,0,0,1.3,9.7,113.35,1/10/2019 19:00:00
2019,1,10,20,30,0,0,0,1.3,9.1,126.18,1/10/2019 20:00:00
2019,1,10,21,30,0,0,0,1.4,8.6,139.17000000000002,1/10/2019 21:00:00
2019,1,10,22,30,0,0,0,1.4,8.3,152.13,1/10/2019 22:00:00
2019,1,10,23,30,0,0,0,1.3,8.0,164.52,1/10/2019 23:00:00
2019,1,11,0,30,0,0,0,1.3,7.7,172.08,1/11/2019 0:00:00
2019,1,11,1,30,0,0,0,1.4,7.6,164.21,1/11/2019 1:00:00
2019,1,11,2,30,0,0,0,1.4,7.4,151.78,1/11/2019 2:00:00
2019,1,11,3,30,0,0,0,1.5,7.300000000000001,138.81,1/11/2019 3:00:00
2019,1,11,4,30,0,0,0,1.5,7.1000000000000005,125.82,1/11/2019 4:00:00
2019,1,11,5,30,0,0,0,1.6,6.9,112.99,1/11/2019 5:00:00
2019,1,11,6,30,0,0,0,1.8,7.1000000000000005,100.48,1/11/2019 6:00:00
2019,1,11,7,30,21,17,137,2.3000000000000003,8.700000000000001,88.16,1/11/2019 7:00:00
2019,1,11,8,30,187,55,594,2.8000000000000003,11.4,77.17,1/11/2019 8:00:00
2019,1,11,9,30,371,73,767,3.1,14.1,67.17,1/11/2019 9:00:00
2019,1,11,10,30,524,84,853,3.3000000000000003,16.1,58.97,1/11/2019 10:00:00
2019,1,11,11,30,621,87,897,3.4000000000000004,17.400000000000002,53.45,1/11/2019 11:00:00
2019,1,11,12,30,654,87,911,3.5,18.1,51.5,1/11/2019 12:00:00
2019,1,11,13,30,620,85,900,3.5,18.4,53.51,1/11/2019 13:00:00
2019,1,11,14,30,520,81,855,3.5,18.1,59.08,1/11/2019 14:00:00
2019,1,11,15,30,130,128,6,3.2,17.1,67.32000000000001,1/11/2019 15:00:00
2019,1,11,16,30,47,47,0,2.5,15.2,77.35000000000001,1/11/2019 16:00:00
2019,1,11,17,30,5,5,0,2.0,13.9,88.34,1/11/2019 17:00:00
2019,1,11,18,30,0,0,0,2.3000000000000003,13.2,100.69,1/11/2019 18:00:00
2019,1,11,19,30,0,0,0,2.6,13.4,113.2,1/11/2019 19:00:00
2019,1,11,20,30,0,0,0,2.7,13.8,126.03,1/11/2019 20:00:00
2019,1,11,21,30,0,0,0,2.8000000000000003,14.2,139.02,1/11/2019 21:00:00
2019,1,11,22,30,0,0,0,2.6,14.5,151.98,1/11/2019 22:00:00
2019,1,11,23,30,0,0,0,2.3000000000000003,14.8,164.36,1/11/2019 23:00:00
2019,1,12,0,30,0,0,0,2.1,15.0,171.92000000000002,1/12/2019 0:00:00
2019,1,12,1,30,0,0,0,2.0,15.2,164.20000000000002,1/12/2019 1:00:00
2019,1,12,2,30,0,0,0,2.2,15.6,151.8,1/12/2019 2:00:00
2019,1,12,3,30,0,0,0,2.3000000000000003,15.7,138.84,1/12/2019 3:00:00
2019,1,12,4,30,0,0,0,2.2,15.2,125.85,1/12/2019 4:00:00
2019,1,12,5,30,0,0,0,2.1,14.6,113.01,1/12/2019 5:00:00
2019,1,12,6,30,0,0,0,2.3000000000000003,14.3,100.49,1/12/2019 6:00:00
2019,1,12,7,30,19,15,127,3.0,14.7,88.15,1/12/2019 7:00:00
2019,1,12,8,30,194,53,635,3.6,15.5,77.14,1/12/2019 8:00:00
2019,1,12,9,30,168,148,52,3.9,16.2,67.11,1/12/2019 9:00:00
2019,1,12,10,30,444,148,573,4.0,16.8,58.870000000000005,1/12/2019 10:00:00
2019,1,12,11,30,646,79,950,4.1000000000000005,17.2,53.32,1/12/2019 11:00:00
2019,1,12,12,30,680,80,960,4.2,17.5,51.34,1/12/2019 12:00:00
2019,1,12,13,30,646,80,948,4.2,17.400000000000002,53.33,1/12/2019 13:00:00
2019,1,12,14,30,546,75,911,4.2,16.900000000000002,58.9,1/12/2019 14:00:00
2019,1,12,15,30,390,67,831,3.9,15.7,67.14,1/12/2019 15:00:00
2019,1,12,16,30,198,52,659,3.1,13.6,77.18,1/12/2019 16:00:00
2019,1,12,17,30,22,17,167,2.6,12.3,88.19,1/12/2019 17:00:00
2019,1,12,18,30,0,0,0,2.5,10.2,100.53,1/12/2019 18:00:00
2019,1,12,19,30,0,0,0,2.6,9.4,113.06,1/12/2019 19:00:00
2019,1,12,20,30,0,0,0,2.5,8.5,125.89,1/12/2019 20:00:00
2019,1,12,21,30,0,0,0,2.4000000000000004,7.6,138.88,1/12/2019 21:00:00
2019,1,12,22,30,0,0,0,2.1,6.7,151.83,1/12/2019 22:00:00
2019,1,12,23,30,0,0,0,1.9,5.9,164.19,1/12/2019 23:00:00
2019,1,13,0,30,0,0,0,1.8,5.300000000000001,171.75,1/13/2019 0:00:00
2019,1,13,1,30,0,0,0,1.7000000000000002,4.7,164.18,1/13/2019 1:00:00
2019,1,13,2,30,0,0,0,1.7000000000000002,4.3,151.82,1/13/2019 2:00:00
2019,1,13,3,30,0,0,0,1.7000000000000002,3.9,138.86,1/13/2019 3:00:00
2019,1,13,4,30,0,0,0,1.7000000000000002,3.5,125.87,1/13/2019 4:00:00
2019,1,13,5,30,0,0,0,1.7000000000000002,3.2,113.02,1/13/2019 5:00:00
2019,1,13,6,30,0,0,0,1.9,3.3000000000000003,100.49,1/13/2019 6:00:00
2019,1,13,7,30,23,17,181,2.6,4.7,88.12,1/13/2019 7:00:00
2019,1,13,8,30,202,50,680,3.4000000000000004,6.9,77.10000000000001,1/13/2019 8:00:00
2019,1,13,9,30,396,66,846,3.5,8.8,67.04,1/13/2019 9:00:00
2019,1,13,10,30,553,74,924,3.2,10.3,58.77,1/13/2019 10:00:00
2019,1,13,11,30,654,78,961,3.0,11.6,53.18,1/13/2019 11:00:00
2019,1,13,12,30,690,80,973,2.9000000000000004,12.5,51.17,1/13/2019 12:00:00
2019,1,13,13,30,652,78,957,2.9000000000000004,13.1,53.15,1/13/2019 13:00:00
2019,1,13,14,30,552,75,919,2.9000000000000004,13.2,58.71,1/13/2019 14:00:00
2019,1,13,15,30,394,67,834,2.6,12.5,66.95,1/13/2019 15:00:00
2019,1,13,16,30,201,52,664,1.9,10.3,77.0,1/13/2019 16:00:00
2019,1,13,17,30,25,18,195,1.5,8.700000000000001,88.03,1/13/2019 17:00:00
2019,1,13,18,30,0,0,0,1.8,7.2,100.37,1/13/2019 18:00:00
2019,1,13,19,30,0,0,0,2.1,6.5,112.91,1/13/2019 19:00:00
2019,1,13,20,30,0,0,0,2.3000000000000003,5.800000000000001,125.75,1/13/2019 20:00:00
2019,1,13,21,30,0,0,0,2.3000000000000003,5.300000000000001,138.74,1/13/2019 21:00:00
2019,1,13,22,30,0,0,0,2.3000000000000003,4.7,151.69,1/13/2019 22:00:00
2019,1,13,23,30,0,0,0,2.3000000000000003,4.2,164.02,1/13/2019 23:00:00
2019,1,14,0,30,0,0,0,2.3000000000000003,3.9,171.58,1/14/2019 0:00:00
2019,1,14,1,30,0,0,0,2.3000000000000003,3.6,164.16,1/14/2019 1:00:00
2019,1,14,2,30,0,0,0,2.3000000000000003,3.3000000000000003,151.83,1/14/2019 2:00:00
